PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Total_Count_in_Text,Location
velocitas –atis f.,"swiftness, speed",velocitas,Noun,2,1.20.18
uterque utraque utrumque,each of two,uterque,Pronoun,60,1.20.18
delecto delectare delectavi delectatus,"to divert, attract, delight",delecto,Verb,28,1.20.18
spatium spati(i) n.,space,spatium,Noun,15,1.20.18
desidero desiderare desideravi desideratus,"to long for, desire greatly",desidero,Verb,19,1.20.18
aculeus –i m.,a sting,aculeus,Noun,4,1.20.18
pungo pungere pupugi punctum,"to prick, puncture",pungo,Verb,1,1.20.18
amputo amputare,to cut around or away,amputo,Verb,2,1.20.19
abscido –ere –cidi –cisus,to cut off,abscido,Verb,1,1.20.19
excelsus –a –um,elevated,excelsus,Adjective,8,1.20.19
tono tonare tonui —,to thunder,tono,Verb,1,1.20.19
fulgurat,to it is lightening,fulgurat,Verb,1,1.20.19
perturbo perturbare perturbavi perturbatus,to confuse,perturbo,Verb,4,1.20.19
misceo miscere miscui mixtus,"to mix, mingle",misceo,Verb,14,1.20.19
infra,below,infra,Preposition,3,1.20.20
astringo (adstringo) –stringere –strinxi –strictum,to tighten,astringo,Verb,4,1.20.20
effusus –a –um,poured forth; overflowing; thronging,effusus,Adjective,7,1.20.20
itaque,and so therefore,itaque,Adverb,34,1.20.21
immodicus –a –um,excessive,immodicus,Adjective,12,1.20.21
redundo redundare redundavi redundatus,to overflow,redundo,Verb,3,1.20.21
ieiunus –a –um,hungry,ieiunus,Adjective,1,1.20.21
excedo excedere excessi excessus,to go out/away,excedo,Verb,25,1.20.21
imbecillitas –atis f.,"helplessness, feebleness",imbecillitas,Noun,2,1.20.21
pecco peccare peccavi peccatus,to commit a wrong; injure,pecco,Verb,5,1.20.21
limatus –a –um,"carefully composed, polished",limatus,Adjective,1,1.20.21
valde (valdius valdissime),intensely,valde,Adverb,6,1.20.22
electio –onis f.,"a choice, selection",electio,Noun,4,1.20.22
hibernus –a –um,(belonging to) winter,hibernus,Adjective,3,1.20.22
assiduus –a –um,"established, steady",assiduus,Adjective,9,1.20.22
largus –a –um,ample,largus,Adjective,8,1.20.22
divinus –a –um,divine,divinus,Adjective,5,1.20.22
caelestis caeleste,from heaven,caelestis,Adjective,2,1.20.22
iners –ertis,"unskilled, lazy",iners,Adjective,5,1.20.23
respicio respicere respexi respectum,to look back,respicio,Verb,10,1.20.23
ridiculus –a –um,"laughable, ridiculous",ridiculus,Adjective,2,1.20.23
muto mutare mutavi mutatus,to change,muto,Verb,16,1.20.24
dissentio dissentire dissensi dissensus,to disagree,dissentio,Verb,10,1.20.24
explico explicare explicavi/explicui explicatus/explicitus,to untangle; explain,explico,Verb,13,1.20.24
num,whether,num,Adverb,18,1.20.25
impono imponere imposui impositus,"to put on, impose",impono,Verb,15,1.20.25
tribuo tribuere tribui tributus,to assign,tribuo,Verb,16,1.21.1
sapio sapere sapivi,to discern; taste of; be intelligent,sapio,Verb,4,1.21.1
iocus ioci m.,joke,iocus,Noun,6,1.21.2
decens decentis,"attractive, seemly",decens,Adjective,1,1.21.2
emo emere emi emptus,to buy,emo,Verb,29,1.21.2
frugi (indecl. adj.),"sober, thrifty",frugi,Adjective,5,1.21.2
venalia –ium n.,merchandise,venalia,Noun,1,1.21.2
attonitus –a –um,astonished,attonitus,Adjective,2,1.22.1
pertinax –acis ,"persevering, stubborn",pertinax,Adjective,5,1.22.1
Titus –i m.,Titus (name),Titus,Noun,6,1.22.1
Aristo –onis m.,Aristo (name),Aristo,Noun,1,1.22.1
sanctus –a –um,consecrated,sanctus,Adjective,13,1.22.1
ars artis f.,"skill, talent",ars,Noun,20,1.22.1
adeo adire adivi/adii aditus,to go to,adeo,Verb,19,1.22.1
antiquitas –atis f.,antiquity,antiquitas,Noun,4,1.22.2
abditus –a –um,hidden,abditus,Adjective,3,1.22.2
thesaurus (thensaurus) –i m.,treasure,thesaurus,Noun,1,1.22.2
haesito haesitare haesitavi haesitatus,to hesitate,haesito,Verb,8,1.22.3
origo –inis f.,origin,origo,Noun,3,1.22.3
primus –a –um,first,primus,Number,41,1.22.3
expendo –ere –pendi –pensus,to weigh out; (fig.),expendo,Verb,5,1.22.3
victus victus m.,food,victus,Noun,1,1.22.4
lectus lecti m.,"bed, couch",lectus,Noun,5,1.22.4
priscus –a –um,ancient,priscus,Adjective,3,1.22.4
aspicio aspicere aspexi aspectus,to look at,aspicio,Verb,9,1.22.4
habitus habitus m.,"condition, appearance, style of dress",habitus,Noun,6,1.22.6
gymnasium –ii n.,an athletic center,gymnasium,Noun,4,1.22.6
versor versari versatus,to be involved,versor,Verb,5,1.22.6
fortitudo fortitudinis f.,bravery,fortitudo,Noun,2,1.22.7
patientia patientiae f.,endurance,patientia,Noun,9,1.22.7
tolero tolerare toleravi toleratus,to endure,tolero,Verb,1,1.22.7
resisto resistere restiti,"to stand still, oppose",resisto,Verb,6,1.22.7
sitis –is f.,thirst,sitis,Noun,1,1.22.7
febris febris f.,fever,febris,Noun,3,1.22.7
ardor ardoris m.,"burning, heat, eagerness",ardor,Noun,1,1.22.7
immotus –a –um,"unmoved, unchanged, unrelenting",immotus,Adjective,2,1.22.7
operio operire operui opertum,"to cover, hide",operio,Verb,9,1.22.7
transmitto –ere –misi –missus,to send across; bear or convey across or over,transmitto,Verb,9,1.22.7
advoco advocare advocavi advocatus,"to summon, call",advoco,Verb,6,1.22.8
insuperabilis –e,that can not be surmounted,insuperabilis,Adjective,1,1.22.8
exeo exire exivi/exii exitus,to go forth,exeo,Verb,10,1.22.8
maneo manere mansi mansus,to remain,maneo,Verb,23,1.22.8
lacrima lacrimae f.,tear,lacrima,Noun,11,1.22.9
voluntarius –a –um,"voluntary, willing",voluntarius,Adjective,4,1.22.9
desero deserere deserui desertus,"to leave, abandon",desero,Verb,13,1.22.9
arduus –a –um,"steep, difficult",arduus,Adjective,6,1.22.9
praecipuus –a –um,"peculiar, special",praecipuus,Adjective,16,1.22.9
instinctus –us m.,"instigation, impulse",instinctus,Noun,1,1.22.10
procurro –ere –cucurri (–curri) –cursus,to run forth or forward,procurro,Verb,3,1.22.10
delibero deliberare deliberavi deliberatus,"to consider, deliberate",delibero,Verb,7,1.22.10
secundus –a –um,"following, second",secundus,Adjective,14,1.22.11
promissum –i n.,promise,promissum,Noun,2,1.22.11
adnuo –ere –nui (utus –rare),to nod to; with dat.,adnuo,Verb,3,1.22.11
tandem,finally,tandem,Adverb,11,1.22.11
exsolvo –ere –i –solutus,to loosen completely,exsolvo,Verb,5,1.22.11
libero liberare liberavi liberatus,to free,libero,Verb,14,1.22.11
studiosus –a –um,eager,studiosus,Adjective,13,1.22.11
assideo (ads–) assidere assedi assessus,to sit by; to watch over; resemble,assideo,Verb,4,1.22.11
anxius –a –um,"troubled, disquieted",anxius,Adjective,5,1.22.11
libet (libere) libuit libitum est,"it pleases, is pleasing (impersonal)",libet,Verb,12,1.22.11
invicem ,alternately,invicem,Adverb,20,1.22.12
laetus –a –um,happy,laetus,Adjective,20,1.22.12
confusio –onis f.,"a mingling, mixing, blending",confusio,Noun,2,1.22.12
mediocris mediocris mediocre,moderate,mediocris,Adjective,3,1.22.12
umbra umbrae f.,shadow,umbra,Noun,11,1.23.1
sacrosanctus –a –um ,"sacred, inviolable",sacrosanctus,Adjective,2,1.23.1
tribunus tribuni m.,tribune,tribunus,Noun,11,1.23.2
deformis deforme,ugly,deformis,Adjective,5,1.23.2
adsurgo –ere –surrexi –surrectus,to rise up; rise,adsurgo,Verb,10,1.23.2
sto stare steti statum,to stand,sto,Verb,18,1.23.2
taceo tacere tacui tacitus,to be silent,taceo,Verb,9,1.23.2
quicumque quaecumque quodcumque,whoever,quicumque,Pronoun,10,1.23.2
clepsydra –ae f.,"an water-glass, waterclock",clepsydra,Noun,4,1.23.2
indico indicere indixi indictus,"to proclaim, announce",indico,Verb,2,1.23.2
interfor –fatus sum,to speak between; interrupt,interfor,Verb,1,1.23.2
nefas n.,divinely forbidden (indeclinable),nefas,Noun,3,1.23.2
convicium –i n.,"clamor, abuse, mockery",convicium,Noun,3,1.23.2
inultus –a –um,unavenged,inultus,Adjective,2,1.23.2
ulciscor ulcisci ultus sum,to avenge,ulciscor,Verb,4,1.23.2
insolens –entis,"unusual, contrary to custom",insolens,Adjective,1,1.23.2
aestus aestus m.,"heat; wave, tide",aestus,Noun,9,1.23.3
intercedo intercedere intercessi intercessus,"to go between, intervene",intercedo,Verb,3,1.23.3
auxilium auxili n.,"aid, help",auxilium,Noun,5,1.23.3
eiuro –are,to deny under oath,eiuro,Verb,1,1.23.3
magistratus magistratus m.,magistracy,magistratus,Noun,22,1.23.3
advocatus –i m.,a friend who supports a party in a trial,advocatus,Noun,21,1.23.4
persona personae f.,an actor’s mask; role,persona,Noun,8,1.23.5
apto aptare aptavi aptatus,"to adapt to, prepare; fit together, join",apto,Verb,2,1.23.5
Tranquillus –i m.,Tranquillus (name),Tranquillus,Noun,5,1.24.1
agellus –i m.,"a small estate, little field",agellus,Noun,6,1.24.1
vendito –are –avi –atum,to offer for sale; prostitute,vendito,Verb,2,1.24.1
emptio –onis f.,"a buying, purchase",emptio,Noun,3,1.24.2
ingratus –a –um,unpleasant,ingratus,Adjective,6,1.24.2
exprobo exprobare exprobavi exprobatus,to charge,exprobo,Verb,2,1.24.2
stultitia –ae f.,stupidity,stultitia,Noun,1,1.24.2
arrideo (adrideo) –ridere –risi –risus,"to smile upon, to laugh with",arrideo,Verb,1,1.24.3
stomachus –i m.,the gullet; chest,stomachus,Noun,7,1.24.3
vicinitas –atis f. ,neighborhood,vicinitas,Noun,3,1.24.3
opportunitas –atis f.,"fitness, suitableness",opportunitas,Noun,4,1.24.3
via viae f.,street,via,Noun,17,1.24.3
mediocritas –atis f.,"a middle state, moderation",mediocritas,Noun,3,1.24.3
villa villae f.,estate,villa,Noun,37,1.24.3
rus ruris n.,country,rus,Noun,6,1.24.3
scholasticus –a –um,"of a school, scholastic; of school of rhetoric",scholasticus,Adjective,3,1.24.4
abunde,"sufficiently, enough",abunde,Adverb,7,1.24.4
solum –i n.,"bottom, native territory",solum,Noun,17,1.24.4
relevo relevare relevavi relevatus,"to lighten, relieve",relevo,Verb,1,1.24.4
caput capitis n.,head,caput,Noun,25,1.24.4
reficio reficere refeci refectus,to repair,reficio,Verb,7,1.24.4
repto reptare reptavi reptatum,"crawl, creep",repto,Verb,2,1.24.4
limes –itis m.,border; path crossing the border,limes,Noun,4,1.24.4
semita –ae f.,lane,semita,Noun,1,1.24.4
tero terere trivi tritum,"to rub, wear away; use up",tero,Verb,6,1.24.4
viticula –ae f.,"a vine-shoot, vinesetting",viticula,Noun,1,1.24.4
numero numerare numeravi numeratus,to count,numero,Verb,13,1.24.4
Arbuscula –ae f.,Arbuscula (name),Arbuscula,Noun,3,1.24.4
praediolum –i n.,a small farm or estate,praediolum,Noun,1,1.24.4
dos dotis f.,"gift, endowment; dowry",dos,Noun,4,1.24.4
aliquot,"some, several (indeclinable)",aliquot,Number,4,2.1.1
memorabilis –e,memorable,memorabilis,Adjective,2,2.1.1
spectaculum spectaculi n.,spectacle; (pl.) the seats for the audience,spectaculum,Noun,6,2.1.1
funus funeris n.,funeral; death; dead body,funus,Noun,5,2.1.1
Virginius (Verginius) –ii m.,Virginius,Virginius,Noun,10,2.1.1
civis civis m. or f.,citizen,civis,Noun,20,2.1.1
supervivo –vivere –vixi,"to outlive, survive",supervivo,Verb,1,2.1.2
posteritas posteritatis f.,posterity,posteritas,Noun,5,2.1.2
perfungor –fungi –functus sum,"to perform, endure",perfungor,Verb,1,2.1.2
consulatus consulatus m.,consulship,consulatus,Noun,12,2.1.2
nolo nolle nolui,to be unwilling (+ inf.),nolo,Verb,17,2.1.2
incolumis incolumis incolume,uninjured,incolumis,Adjective,8,2.1.3
tam..quam…,so much...as,tam,Conjunction,21,2.1.3
reservo reservare reservavi reservatus,to reserve,reservo,Verb,6,2.1.3
octoginta; octogesimus –a –um,80; 80th,octoginta,Number,3,2.1.4
tranquillitas –tatis f.,calmness,tranquillitas,Noun,6,2.1.4
tremo tremere tremui,to tremble,tremo,Verb,1,2.1.4
citra,on this side of (+ acc.),citra,Preposition,1,2.1.4
aditus aditus m.,an approach; entryway,aditus,Noun,1,2.1.4
praeparo –parare –paravi –paratus,"to prepare, make preparations",praeparo,Verb,4,2.1.5
elabor elabi elapsus,to slip away,elabor,Verb,2,2.1.5
pavimentum –i n.,"a level surface beaten firm, hard floor, pavement",pavimentum,Noun,2,2.1.5
vestigium vestigi(i) n.,"trace, track",vestigium,Noun,8,2.1.5
cado cadere cecidi casum,to fall,cado,Verb,4,2.1.5
coxa –ae f.,hip,coxa,Noun,1,2.1.5
reluctor reluctari reluctatus,"to struggle, resist",reluctor,Verb,2,2.1.5
exsequiae –arum f.,funeral rites,exsequiae,Noun,3,2.1.6
ornamentum –i n.,equipment,ornamentum,Noun,15,2.1.6
rostrum rostri n.,"beak, prow, speaker's platform",rostrum,Noun,1,2.1.6
consul consulis m.,consul,consul,Noun,43,2.1.6
Tacitus –i m.,Tacitus (name),Tacitus,Noun,7,2.1.6
felicitas –atis f.,"fertility, happiness",felicitas,Noun,7,2.1.6
cumulus –i m.,heap; flood,cumulus,Noun,1,2.1.6
laudator –oris m.,one who praises,laudator,Noun,2,2.1.6
eloquens –entis ,eloquent,eloquens,Adjective,6,2.1.6
abeo abire abii abitum,to go away,abeo,Verb,15,2.1.7
aevum aevi n.,"eternity; lifetime, age",aevum,Noun,3,2.1.7
praecipue,"especially, particularly",praecipue,Adverb,21,2.1.7
regio regionis f.,region,regio,Noun,14,2.1.8
finitimus –a –um,bordering,finitimus,Adjective,3,2.1.8
possessio possessionis f.,possession,possessio,Noun,3,2.1.8
coniungo coniungere coniunxi coniunctus,to join together,coniungo,Verb,5,2.1.8
tutor tutoris m.,guardian,tutor,Noun,2,2.1.8
affectus –us m.,a mood; fondness,affectus,Noun,6,2.1.8
candidatus –i m.,candidate for office,candidatus,Noun,12,2.1.8
suffragium –ii n.,ballot,suffragium,Noun,11,2.1.8
accurro –ere –curri (–cucurri) –cursus,to run to,accurro,Verb,1,2.1.8
iampridem,some time before or since,iampridem,Adverb,7,2.1.8
sacerdos sacerdotis m. or f.,"priest, priestess",sacerdos,Noun,3,2.1.8
nomino nominare nominavi nominatus,"to name, mention",nomino,Verb,12,2.1.8
sacerdotium –i n.,the priesthood,sacerdotium,Noun,4,2.1.8
quinquevir –i m.,member of a board of five,quinquevir,Noun,1,2.1.9
creo creare creavi creatus,"to create, produce",creo,Verb,1,2.1.9
minuo minuere minui minutus,to lessen,minuo,Verb,9,2.1.9
senatus senatus m.,senate,senatus,Noun,121,2.1.9
constituo constituere constitui constitutus,to establish; decide,constituo,Verb,19,2.1.9
senex senis,"old, aged",senex,Adjective,5,2.1.9
consularis consularis consulare,consular,consularis,Adjective,18,2.1.9
filius filii m.,son,filius,Noun,38,2.1.9
immaturus –a –um,untimely,immaturus,Adjective,5,2.1.10
sinus sinus m.,"fold, pocket, chest",sinus,Noun,10,2.1.10
defleo –ere –flevi –fletus,to weep much; weep over,defleo,Verb,3,2.1.10
fleo flere flevi fletus,to cry,fleo,Verb,2,2.1.10
voco vocare vocavi vocatus,to call,voco,Verb,32,2.1.10
mortalitas –atis f.,mortality,mortalitas,Noun,7,2.1.10
contemplatio –onis f.,"a viewing, contemplation",contemplatio,Noun,2,2.1.12
defigo defigere defixi defixus,to fix,defigo,Verb,2,2.1.12
vanus –a –um,empty,vanus,Adjective,2,2.1.12
liqueo liquere licui/liqui,to be fluid,liqueo,Verb,7,2.2.1
impotens –entis,"powerless; lacking in self–control, hence headstrong, wild, violent, intemperate",impotens,Adjective,1,2.2.1
exoro exorare exoravi exoratus,"to pray effectually; entreat, prevail upon",exoro,Verb,4,2.2.2
saltem or saltim,"at least, at any rate",saltem,Adverb,8,2.2.2
excusatio excusationis f.,"excusing, excuse",excusatio,Noun,7,2.2.2
falsus –a –um,"deceptive, false",falsus,Adjective,6,2.2.2
occupatus –a –um,busy,occupatus,Adjective,4,2.2.2
sino sinere sivi situs,to allow,sino,Verb,15,2.2.3
partim,partly,partim,Adverb,14,2.2.3
Isaeus –i m.,Isaeus (name),Isaeus,Noun,3,2.3.1
praecedo –ere –cessi –cessus,to go before,praecedo,Verb,9,2.3.1
ubertas –atis f.,"richness, abundance",ubertas,Noun,1,2.3.1
Atticus –a –um,Attic,Atticus,Adjective,3,2.3.1
tersus –a –um,"wiped off, clean, neat",tersus,Adjective,3,2.3.1
gracilis gracile,thin,gracilis,Adjective,5,2.3.1
erectus –a –um,upright,erectus,Adjective,4,2.3.1
posco poscere poposci,to demand,posco,Verb,21,2.3.2
controversia –ae f.,dispute,controversia,Noun,1,2.3.2
surgo surgere surrexi surrectus,to rise,surgo,Verb,7,2.3.2
amicio –ire –icui (–ixi) –ictus,"cover, clothe; surround",amicio,Verb,3,2.3.2
reconditus –a –um,hidden,reconditus,Adjective,2,2.3.2
occurso occursare,to run to meet,occurso,Verb,3,2.3.2
excolo –ere –ui –cultus,to cultivate completely; refine,excolo,Verb,6,2.3.2
lectio –onis f. ,"a selection, text",lectio,Noun,3,2.3.2
scriptio –onis f.,"a writing, a composition",scriptio,Noun,1,2.3.2
prooemior –ari –atus sum,to make an introduction,prooemior,Verb,1,2.3.3
aperte,"frankly, openly",aperte,Adverb,6,2.3.3
pugno pugnare pugnavi pugnatum,to fight,pugno,Verb,4,2.3.3
sylligismus (–os) –i m.,"a form of reasoning in which a conclusion is drawn from two premises, a syllogism",sylligismus,Noun,1,2.3.3
alte,"aloft, on high",alte,Adverb,12,2.3.3
nox noctis f.,night,nox,Noun,26,2.3.4
scholasticus –i m.,rhetoric or teacher of rhetoric,scholasticus,Noun,1,2.3.5
sincere,without falsehood,sincere,Adverb,1,2.3.5
lis litis f.,lawsuit; quarrel,lis,Noun,7,2.3.5
malitia –ae f.,"spite, malice",malitia,Noun,1,2.3.5
addisco addiscere addidici — ,to learn in addition,addisco,Verb,2,2.3.5
schola –ae f.,school; lecture,schola,Noun,6,2.3.6
auditorium –(i)i n.,a lecture-room,auditorium,Noun,11,2.3.6
fictus –a –um,feigned,fictus,Adjective,5,2.3.6
inermis inermis inerme,unarmed,inermis,Adjective,1,2.3.6
innoxius –a –um,"harmless, innocent",innoxius,Adjective,5,2.3.6
iuventa iuventae f.,youth,iuventa,Noun,1,2.3.6
quare,why; therefore,quare,Adverb,6,2.3.7
disertus –a –um,"eloquent, expressive",disertus,Adjective,16,2.3.7
concupisco concupiscire concupivi concupitus,to desire,concupisco,Verb,13,2.3.7
saxeus –a –um,rocky,saxeus,Adjective,2,2.3.7
ferreus –a –um,made of iron,ferreus,Adjective,2,2.3.7
Livius –i m.,Livius,Livius,Noun,2,2.3.8
commoveo commovere commovi commotus,"to shake, move away",commoveo,Verb,7,2.3.8
viso visere visi visus,to look at,viso,Verb,6,2.3.8
ulterior –ius; ultimus –a –um,farther; farthest,ulterior,Adjective,6,2.3.8
orbis orbis m.,"circle, orb",orbis,Noun,8,2.3.8
turpis turpe,ugly,turpis,Adjective,13,2.3.8
cognitio –onis f. ,"notion, idea, inquiry",cognitio,Noun,25,2.3.8
iucundus –a –um,"pleasant, delightful, agreeable",iucundus,Adjective,55,2.3.8
humanus –a –um,human,humanus,Adjective,13,2.3.8
hic,here,hic,Adverb,25,2.3.9
vulgo,commonly,vulgo,Adverb,4,2.3.9
vivus –a –um,alive,vivus,Adjective,4,2.3.9
pronuntiatio –onis f.,proclamation; speech,pronuntiatio,Noun,3,2.3.9
vultus vultus m.,expression,vultus,Noun,10,2.3.9
gestus –us m.,"posture, gesture, action",gestus,Noun,6,2.3.9
adfigo –ere –fixi –fixus,to fasten to,adfigo,Verb,1,2.3.9
Rhodius –a –um,of Rhodes,Rhodius,Adjective,3,2.3.10
fateor fateri fassus sum,"to confess, admit",fateor,Verb,9,2.3.10
pario parere peperi partum,to bring forth,pario,Verb,2,2.3.10
huc,"to here, hither",huc,Adverb,15,2.3.11
hereditas hereditatis f.,inheritance,hereditas,Noun,8,2.4.1
adfinitas –atis f.,"relationship, family ties",adfinitas,Noun,2,2.4.2
dimitto dimittere dimisi dimissus,to send away,dimitto,Verb,14,2.4.2
ex(s)to ex(s)tare ex(s)tavi ex(s)tatus,to stand forth or out; rise above,exsto,Verb,4,2.4.2
nubo nubere nupsi nuptum,to marry,nubo,Verb,6,2.4.2
confero conferre contuli collatus,"to collect, transfer, move",confero,Verb,37,2.4.2
facilitas –atis f.,easiness,facilitas,Noun,7,2.4.2
fiducia fiduciae f.,trust,fiducia,Noun,17,2.4.2
pudor pudoris m.,decency,pudor,Noun,15,2.4.2
acceptum –i n.,"credit, income",acceptum,Noun,2,2.4.2
onerosus –a –um,burdensome,onerosus,Adjective,5,2.4.3
donatio –onis f.,"a presenting, giving, donation",donatio,Noun,2,2.4.3
sumptuosus sumptuosa sumptuosum,expensive,sumptuosus,Adjective,8,2.4.3
reditus reditus m.,"return, revenue",reditus,Noun,15,2.4.3
propter,because of,propter,Preposition,16,2.4.3
cesso cessare cessavi cessatus,to cease,cesso,Verb,8,2.4.3
suppleo –ere –plevi –pletus,to fill up; to supply,suppleo,Verb,2,2.4.3
fons fontis m.,"spring, fountain",fons,Noun,23,2.4.3
decurro –ere –cucurri (curri) –cursus,to run down,decurro,Verb,7,2.4.3
tempero temperare temperavi temperatus,to moderate,tempero,Verb,11,2.4.4
nimius –a –um,excessive,nimius,Adjective,13,2.4.4
profusio –onis f.,"a pouring out, shedding",profusio,Noun,1,2.4.4
inaresco –ere –arui —,to dry up,inaresco,Verb,2,2.4.4
efflagito efflagitare efflagitavi efflagitatus,to ask urgently; demand,efflagito,Verb,2,2.5.1
perpolio –ire –ivi –itus ,"to polish thoroughly, finish, make perfect",perpolio,Verb,1,2.5.1
interim,meanwhile,interim,Adverb,41,2.5.2
accommodo accommodare accommodavi accommodatus,to fit one thing to another,accommodo,Verb,1,2.5.2
existimatio existimationis f.,"reputation, estimation",existimatio,Noun,3,2.5.3
cresco crescere crevi cretus,"to grow, increase",cresco,Verb,12,2.5.3
amplifico –amplificare,to make wide,amplifico,Verb,1,2.5.3
gaudeo gaudere gavisus sum,to be glad,gaudeo,Verb,22,2.5.3
defensio defensionis f.,"warding off, defense",defensio,Noun,12,2.5.3
reseco resecare resecui resectum,"to cut, cut back",reseco,Verb,1,2.5.4
fastidium –i n.,"nausea, contempt",fastidium,Noun,2,2.5.4
austeritas –atis f.,"harshness, sourness",austeritas,Noun,1,2.5.5
frons frontis f.,forehead,frons,Noun,6,2.5.5
refragor –ari –atus sum,"to oppose, resist",refragor,Verb,2,2.5.5
descriptio –onis f .,"a marking out, delineation, copy, transcript, draft",descriptio,Noun,3,2.5.5
historicus –a –um,"of history, historical",historicus,Adjective,2,2.5.5
poetica –ae f.,"the poetic art, poetry",poetica,Noun,4,2.5.5
adnitor –nisus (–nixus) sum,to press upon; (with dat.),adnitor,Verb,4,2.5.6
quamlibet,"however, in whatever degree",quamlibet,Adverb,8,2.5.6
secundum,"after, behind, according to (+ acc.)",secundum,Preposition,20,2.5.7
confido confidere confisus sum,"to be assured, trust",confido,Verb,15,2.5.7
varietas varietatis f.,variety,varietas,Noun,14,2.5.7
convivium convivii n.,"banquet, feast",convivium,Noun,3,2.5.8
adimo adimere ademi ademptus,to take away,adimo,Verb,3,2.5.8
frustra,in vain,frustra,Adverb,7,2.5.9
talis tale,such,talis,Pronoun,28,2.5.10
avello –ere –velli (vulsi) –vulsus,to pluck,avello,Verb,2,2.5.11
congruentia –ae f.,"agreement, harmony, congruity",congruentia,Noun,1,2.5.11
aequalitas –atis f.,"equality, similarity",aequalitas,Noun,3,2.5.11
deprehendo deprehendere deprehendi deprehensus,"to catch, seize, understand",deprehendo,Verb,11,2.5.11
elegans –ntis,elegant,elegans,Adjective,8,2.5.11
principium principi(i) n.,beginning,principium,Noun,1,2.5.12
ceterus –a –um,the other,ceterus,Adjective,6,2.5.12
perfectus –a –um,complete,perfectus,Adjective,4,2.5.12
proveho –ere –vexi –vectus,to carry forward or forth; (pass.),proveho,Verb,8,2.5.12
quemadmodum or quem ad modum,"in what manner, how",quemadmodum,Adverb,16,2.6.1
accido accidere accidi –––,to fall; happen,accido,Verb,22,2.6.1
opimus –a –um,"rich, fertile",opimus,Adjective,2,2.6.2
vilis vilis vile,cheap,vilis,Adjective,5,2.6.2
minutus –a –um,small,minutus,Adjective,3,2.6.2
vinum vini n. or vinus vini m.,wine,vinum,Noun,4,2.6.2
parvulus –a –um,very small,parvulus,Adjective,5,2.6.2
discribo discribere discripsi daiscriptus,"to distribute, divide up, allot",discribo,Verb,2,2.6.2
gradatim,step by step,gradatim,Adverb,3,2.6.2
libertus liberti m.,freedman,libertus,Noun,33,2.6.2
animadverto animadvertere animadverti animadversus,"to turn to, give mind to",animadverto,Verb,5,2.6.3
recumbo –ere –cubui,to lie down again; sink down,recumbo,Verb,4,2.6.3
nota notae f.,"mark, note",nota,Noun,7,2.6.3
invito invitare invitavi invitatus,to invite,invito,Verb,10,2.6.3
exaequo –are,to make equal,exaequo,Verb,2,2.6.3
mensa mensae f.,table,mensa,Noun,3,2.6.3
torum –i n. (also torus –i m.),"bed, couch, cushion; swelling",torum,Noun,5,2.6.3
aequo aequare aequavi aequatus,"to make level, equalize",aequo,Verb,7,2.6.3
convictor –oris m.,"intimate friend, companion",convictor,Noun,1,2.6.4
qui,in what manner? how?,qui,Adverb,3,2.6.4
bibo bibere bibi,to drink,bibo,Verb,1,2.6.4
gula –ae f.,"the gullet, throat",gula,Noun,1,2.6.5
communico communicare communicavi communicatus,to communicate,communico,Verb,4,2.6.5
redigo redigere redegi redactum,to drive back,redigo,Verb,2,2.6.5
parco parcere peperci parsus,to spare (+ dat.),parco,Verb,4,2.6.5
continentia –ae f.,a restraint,continentia,Noun,1,2.6.5
contumelia contumeliae f.,insult,contumelia,Noun,9,2.6.5
quorsum or quorsus,to what place,quorsum,Adverb,3,2.6.6
indoles –is f.,that which is bred within; natural disposition; genius,indoles,Noun,6,2.6.6
luxuria luxuriae f.,luxury,luxuria,Noun,2,2.6.6
prae–moneo –monere –monui –monitum,"to forewarn, advise",praemoneo,Verb,4,2.6.6
vito vitare vitavi vitatus,"to avoid, shun",vito,Verb,4,2.6.7
sordes –is f.,filth; greed,sordes,Noun,3,2.6.7
societas societatis f.,partnership,societas,Noun,4,2.6.7
separatus –a –um,"separated, different",separatus,Adjective,1,2.6.7
turpiter,in an unbecoming or disgraceful manner,turpiter,Adverb,3,2.6.7
iungo iungere iunxi iunctus,to join,iungo,Verb,27,2.6.7
heri,yesterday or here,heri,Adverb,2,2.7.1
Vestricius –(i)i m.,Vestricius (name),Vestricius,Noun,1,2.7.1
triumphalis –e,"triumphal, honored with a triumph",triumphalis,Adjective,1,2.7.1
acies aciei f.,edge; line of battle,acies,Noun,1,2.7.1
castra castrorum n. (rarely –ae f.),camp,castra,Noun,5,2.7.1
tuba –ae f.,trumpet,tuba,Noun,2,2.7.1
sonus soni m.,sound,sonus,Noun,6,2.7.1
decus decoris n.,beauty; ornament; glory,decus,Noun,4,2.7.1
sudor sudoris m.,sweat,sudor,Noun,3,2.7.1
Bructerus –a –um,of the Bructeri,Bructerus,Adjective,1,2.7.2
rex regis m.,king,rex,Noun,10,2.7.2
arma armorum n.,"arms, weapons",arma,Noun,5,2.7.2
bellum (duellum) belli n.,war,bellum,Noun,4,2.7.2
ferox ferocis,bold; wild,ferox,Adjective,3,2.7.2
gens gentis f.,"family, clan",gens,Noun,2,2.7.2
victoria victoriae f.,victory,victoria,Noun,2,2.7.2
terror terroris m.,fear,terror,Noun,4,2.7.2
