PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Count_in_Selection,Location
coniungo coniungere coniunxi coniunctus,to join together,coniungo,Verb,7,1.514
incognitus –a –um,"unknown, unnoticed, unperceived",incognitus,Adjective,3,1.515
dissimulo dissimulare dissimulavi dissimulatus,"to conceal, dissemble",dissimulo,Verb,4,1.516
speculor speculari speculatus,to watch,speculor,Verb,6,1.516
amicio –ire –icui (–ixi) –ictus,"cover, clothe; surround",amicio,Verb,1,1.516
linquo linquere liqui,"to leave, relinquish",linquo,Verb,41,1.517
oro orare oravi oratus,"to pray, plead",oro,Verb,47,1.519
venia veniae f.,pardon,venia,Noun,9,1.519
introgredior –gressus sum,to go within; enter,introgredior,Verb,2,1.520
coram,"(adv. or prep. + abl.) personally; openly, publicly",coram,Adverb,7,1.520
copia copiae f.,abundance; troops,copia,Noun,8,1.520
coepi coepisse coeptum,to begin,coepi,Verb,9,1.521
iustitia –ae f.,righteousness,iustitia,Noun,4,1.523
prohibeo prohibere prohibui prohibitus,to prevent,prohibeo,Verb,10,1.525
populo populare populavi populatus,to plunder,populo,Verb,4,1.527
superbia superbiae f.,pride,superbia,Noun,1,1.529
Hesperia –ae f.,Hesperia,Hesperia,Noun,12,1.530
uber uberis n.,udder,uber,Noun,10,1.531
glaeba –ae f.,lump of earth; clod; soil,glaeba,Noun,3,1.531
Oenotrius (Oenotrus) –a –um,of Oenotria,Oenotrius,Adjective,3,1.532
parvus –a –um / minor –us / minimus –a –um,small,parvus,Adjective,37,1.532
adsurgo –ere –surrexi –surrectus,to rise up; rise,adsurgo,Verb,8,1.535
nimbosus –a –um,"stormy, rainy",nimbosus,Adjective,2,1.535
Orion –onis m.,Orion,Orion,Noun,5,1.535
procax –acis,"bold, insolent",procax,Adjective,1,1.536
salum –i n.,the tossing or heaving swell of the sea; the open sea,salum,Noun,2,1.537
invius –a –um,without a way; trackless,invius,Adjective,5,1.537
paucus –a –um,(pl.) a few; (sing.) small,paucus,Adjective,18,1.538
anno annare annavi annatus,to swim up to,anno,Verb,3,1.538
tam,so,tam,Adverb,23,1.539
barbarus –a –um,"foreign, barbarous, savage",barbarus,Adjective,2,1.539
permitto permittere permisi permissus,to permit,permitto,Verb,6,1.540
cieo ciere civi citus,to cause (to go),cieo,Verb,17,1.541
humanus –a –um,human,humanus,Adjective,4,1.542
temno temnere tempsi temptum ,to despise,temno,Verb,5,1.542
fandus –a –um,"speakable, proper, lawful",fandus,Adjective,1,1.543
nefandus –a –um,"not to be spoken, unutterable",nefandus,Adjective,8,1.543
alter altera alterum,other of two,alter,Adjective,29,1.544
vescor vesci,"to eat, feed on",vescor,Verb,5,1.546
adhuc,"thus far, to this point, still",adhuc,Adverb,11,1.547
occubo occubare occubavi occubatus,to lie,occubo,Verb,3,1.547
officium offici(i) n.,"service, duty",officium,Noun,1,1.548
certo certare certavi certatus,"to fight, compete",certo,Verb,22,1.548
paenitet paenitere paenituit,"to make sorry, cause to repent",paenitet,Verb,1,1.549
quasso quassare quassavi quassatus,to shake violently,quasso,Verb,9,1.551
licet licere licuit/licitum est,it is permitted; (+ subj.) although,licet,Verb,25,1.551
subduco –ducere –duxi –ductum,"to draw up, raise; remove, take away",subduco,Verb,8,1.551
apto aptare aptavi aptatus,"to adapt to, prepare; fit together, join",apto,Verb,16,1.552
stringo stringere strinxi strictum,"to draw tight, bind fast; draw (from a scabbard, etc.)",stringo,Verb,20,1.552
sin,but if,sin,Conjunction,10,1.555
absumo absumere absumpsi absumptum,"to reduce, consume",absumo,Verb,6,1.555
resto restare restiti,to resist,resto,Verb,10,1.556
fretum freti n.,"straight, channel",fretum,Noun,8,1.557
Sicania –ae f.,Sicania,Sicania,Noun,1,1.557
saltem or saltim,"at least, at any rate",saltem,Adverb,4,1.557
adveho –ere –vexi –vectus,to carry or convey to,adveho,Verb,6,1.558
Dardanides –ae m.,Dardanides,Dardanides,Noun,22,1.560
profor –fatus sum,to speak out; say; speak,profor,Verb,2,1.561
secludo –ere –clusi –clusus,to shut apart,secludo,Verb,2,1.562
durus –a –um,"hard, harsh",durus,Adjective,59,1.563
novitas –atis f.,newness,novitas,Noun,1,1.563
custos custodis m.,guardian,custos,Noun,24,1.564
tueor tueri tutus sum,to look at,tueor,Verb,19,1.564
nescio nescire nescivi/nescii nescitus,to not know,nescio,Verb,5,1.565
virtus virtutis f.,"manliness, courage",virtus,Noun,38,1.566
incendium incendi(i) n.,fire,incendium,Noun,9,1.566
obtusus –a –um,enfeebled,obtusus,Adjective,1,1.567
adeo,"so, to such a point, to such an extent",adeo,Adverb,19,1.567
Eryx –ycis m.,Eryx,Eryx,Noun,10,1.570
dimitto dimittere dimisi dimissus,to send away,dimitto,Verb,9,1.571
pariter,alike,pariter,Adverb,30,1.572
consido considere consedi consessus,"to sit down, settle",consido,Verb,24,1.572
statuo statuere statui statutus,to set up,statuo,Verb,13,1.573
Tros Trois,Trojan; of or belonging to  Troy,Tros,Noun,7,1.574
utinam,introduces an Optative subjunctive,utinam,Adverb,3,1.575
compello compellere compuli compulsus,to drive,compello,Verb,1,1.575
adsum adesse adfui adfuturus,to be present,adsum,Verb,53,1.576
eicio eicere eieci eiectus,"to throw out, expel",eicio,Verb,4,1.578
iamdudum or iam dudum ,now for a long time (+ present tense),iamdudum,Adverb,10,1.580
erumpo erumpere erupi eruptus,"to break out, burst out",erumpo,Verb,4,1.580
compello compellare compellavi compellatus,to address,compello,Verb,11,1.581
absum abesse afui afuturus,"to be away, be absent",absum,Verb,19,1.584
respondeo respondere respondi responsus,to answer,respondeo,Verb,4,1.585
ceterus –a –um,the other,ceterus,Adjective,5,1.585
repente or repens,suddenly,repente,Adverb,14,1.586
purgo purgare purgavi purgatus,to clean,purgo,Verb,1,1.587
resisto resistere restiti,"to stand still, oppose",resisto,Verb,6,1.588
decorus –a –um,"fitting, suitable; handsome",decorus,Adjective,11,1.589
caesaries –ei f.,the hair of the head,caesaries,Noun,4,1.590
genetrix –icis f.,she who brings forth; mother,genetrix,Noun,13,1.590
iuventa iuventae f.,youth,iuventa,Noun,9,1.590
adflo adflare adflavi adflatus,to blow upon; breathe upon,adflo,Verb,4,1.591
ebur –oris n.,ivory,ebur,Noun,4,1.592
flavus –a –um,"golden, yellow",flavus,Adjective,7,1.592
Parius –a –um,of Paros (island),Parius,Adjective,1,1.593
lapis lapidis m.,stone,lapis,Noun,2,1.593
improvisus –a –um,unforeseen,improvisus,Adjective,5,1.595
solus –a –um,"alone, only",solus,Adjective,61,1.597
miseror –ari –atus sum,to feel or show pity,miseror,Verb,16,1.597
exhaurio exhaurire exhausi exhaustum,"to drain, exhaust",exhaurio,Verb,5,1.599
egenus –a –um,"needy, in want",egenus,Adjective,4,1.599
socio sociare sociavi sociatus,to make one a socius; to share,socio,Verb,5,1.600
grates,thanks,grates,Noun,3,1.600
persolvo –ere –solvi –solutus,to loosen completely; set free; free one's self from obligation; pay,persolvo,Verb,5,1.600
dignus –a –um,worthy,dignus,Adjective,20,1.600
ubique,everywhere,ubique,Adverb,5,1.601
spargo spargere sparsi sparsum,to scatter,spargo,Verb,35,1.602
respecto respectare respectavi respectatus,to look round,respecto,Verb,2,1.603
usquam,anywhere,usquam,Adverb,8,1.604
conscius –a –um,conscious,conscius,Adjective,13,1.604
rectum –i n.,right,rectum,Noun,1,1.604
fluvius (fluvidus) fluvi(i) m.,river,fluvius,Noun,25,1.607
curro currere cucurri cursus,to run,curro,Verb,15,1.607
semper,always,semper,Adverb,27,1.609
laeva –ae f. (sc. manus),the left hand,laeva,Noun,14,1.611
Serestus –i m.,Serestus,Serestus,Noun,8,1.611
aspectus aspectus m.,sight,aspectus,Noun,7,1.613
loquor loqui locutus sum,to speak,loquor,Verb,27,1.614
periculum periculi n.,danger,periculum,Noun,25,1.615
applico applicare applicavi applicatus,"to apply to, place to/near",applico,Verb,3,1.616
Anchises –ae m.,Anchises,Anchises,Noun,48,1.617
Sidon –onis f.,Sidon,Sidon,Noun,1,1.619
expello expellere expuli expulsus,"to propel, drive out, expel",expello,Verb,3,1.620
patrius –a –um,paternal,patrius,Adjective,54,1.620
Belus –i m.,Belus,Belus,Noun,4,1.621
opimus –a –um,"rich, fertile",opimus,Adjective,5,1.621
Cyprus (Cypros) –i f.,Cyprus (island),Cyprus,Noun,1,1.622
cognosco cognoscere cognovi cognitus,"to learn, understand, inquire",cognosco,Verb,7,1.623
Pelasgus –a –um,Pelasgian; Greek,Pelasgus,Adjective,4,1.624
orior oriri ortus sum,"to rise, be born",orior,Verb,13,1.626
stirps stirps f.,"stem, stalk; family tree",stirps,Noun,19,1.626
quare,why; therefore,quare,Adverb,4,1.627
age agite,come on! Let's go!,age,Interjection,22,1.627
succedo succedere successi successus,to follow,succedo,Verb,25,1.627
demum,finally,demum,Adverb,11,1.629
succurro –currere –curri –cursurum,to come to mind,succurro,Verb,9,1.630
disco discere didici,to learn,disco,Verb,11,1.630
indico indicere indixi indictus,"to proclaim, announce",indico,Verb,6,1.632
parum; minus; minime,too little,parum,Adverb,18,1.633
viginti; vicesimus –a –um,20; 20th,viginti,Number,2,1.634
taurus tauri m.,bull,taurus,Noun,21,1.634
sus suis m. or f.,pig,sus,Noun,8,1.635
agnus agni m.,lamb (male),agnus,Noun,3,1.635
munus muneris n.,gift; duty; public show (esp. with gladiators),munus,Noun,37,1.636
regalis –e,"regal, kingly",regalis,Adjective,3,1.637
splendidus –a –um,"shining, clear, brilliant, splendid",splendidus,Adjective,1,1.637
luxus –us m.,excess,luxus,Noun,3,1.637
instruo instruere instruxi instructus,to build upon; furnish; arrange,instruo,Verb,12,1.638
convivium convivii n.,"banquet, feast",convivium,Noun,2,1.638
ars artis f.,"skill, talent",ars,Noun,37,1.639
laboro laborare laboravi laboratum,to work,laboro,Verb,2,1.639
ostrum –i n.,the purple fluid of the murex; purple dye,ostrum,Noun,12,1.639
caelo caelare caelavi caelatus,to cut in relief; carve,caelo,Verb,6,1.640
series –ei f.,chain of things,series,Noun,1,1.641
praemitto praemittere praemisi praemissum,to send ahead,praemitto,Verb,4,1.644
palla –ae f.,cloak,palla,Noun,6,1.648
rigeo –ere,"to be stiff, stiffen",rigeo,Verb,5,1.648
circumtextus –a –um,to woven round,circumtextus,Adjective,1,1.649
croceus –a –um,"of saffron, saffron–colored",croceus,Adjective,7,1.649
velamen –inis n.,"covering, garment",velamen,Noun,3,1.649
acanthus –i m.,the plant bear's–foot,acanthus,Noun,2,1.649
ornatus –us m.,an equipping,ornatus,Noun,2,1.650
Helena –ae f.,Helena (name),Helena,Noun,2,1.650
inconcessus –a –um,not allowed,inconcessus,Adjective,1,1.651
hymenaeus –i m.,marriage,hymenaeus,Noun,14,1.651
effero efferre extuli elatus,to carry out or away,effero,Verb,23,1.652
Leda –ae or Lede –es f.,Leda,Leda,Noun,1,1.652
Ilione –es f.,Ilione or Iliona,Ilione,Noun,1,1.653
collum colli n.,neck,collum,Noun,28,1.654
monile –is n.,necklace,monile,Noun,2,1.654
bacatus –a –um,studded with pearls,bacatus,Adjective,1,1.655
gemma –ae f.,"jewel, gem",gemma,Noun,5,1.655
corona coronae f.,garland; crown,corona,Noun,14,1.655
verso versare versavi versatus,to keep turning,verso,Verb,20,1.657
facies faciei f.,"appearance, face",facies,Noun,34,1.658
muto mutare mutavi mutatus,to change,muto,Verb,21,1.658
Cupido –inis m.,Cupid (name),Cupido,Noun,3,1.658
incendo incendere incendi incensus,"to set fire to, burn",incendo,Verb,29,1.660
os ossis n.,bone,os,Noun,32,1.660
implico implicare implicavi (implicui) implicitus,to fold in; involve,implico,Verb,13,1.660
timeo timere timui,to fear,timeo,Verb,15,1.661
ambiguus –a –um,"uncertain, doubtful",ambiguus,Adjective,6,1.661
bilinguis –e,double–tongued,bilinguis,Adjective,1,1.661
uro urere ussi ustum,to burn,uro,Verb,5,1.662
atrox atrocis,"terrible, cruel",atrox,Adjective,2,1.662
recurso recursare recursavi recursatus,to rush back; come back,recurso,Verb,3,1.662
ergo,therefore,ergo,Conjunction,40,1.663
aliger –era –erum,"wing–bearing, winged",aliger,Adjective,2,1.663
adfor (affor) adfari adfatus sum,to speak to; address,adfor,Verb,28,1.663
potentia potentiae f.,power,potentia,Noun,3,1.664
Typhoëus –a –um,pertaining to the giant Typhoeus; Typhoian,Typhoeus,Adjective,1,1.665
confugio confugere confugi,to flee,confugio,Verb,2,1.666
acerbus –a –um,bitter,acerbus,Adjective,13,1.668
nosco noscere novi notus,"to learn, know",nosco,Verb,9,1.669
Phoenissus –a –um,Phoenissus,Phoenissus,Adjective,5,1.670
blandus –a –um,"flattering, pleasant",blandus,Adjective,2,1.670
moror morari moratus sum,to delay,moror,Verb,31,1.670
vereor vereri veritus sum,to fear,vereor,Verb,4,1.671
Iunonius –a –um,pertaining to Juno,Iunonius,Adjective,1,1.671
cesso cessare cessavi cessatus,to cease,cesso,Verb,9,1.672
quocirca,for which reason,quocirca,Adverb,1,1.673
meditor meditari meditatus sum,"to think, rehearse",meditor,Verb,3,1.674
accitus –us m.,summons,accitus,Noun,1,1.677
sopio sopire sopivi sopitum,"to put to sleep, lull to sleep",sopio,Verb,5,1.680
Cythera –orum n. or Cythere –es f.,Cythera (island),Cythera,Noun,3,1.680
Idalium –ii n.,Idalium (town),Idalium,Noun,2,1.681
sacratus –a –um,holy,sacratus,Adjective,8,1.681
recondo recondere recondidi reconditus,to put back,recondo,Verb,6,1.681
occurro occurrere occurri occursus,to run to meet; come to mind,occurro,Verb,17,1.682
amplus –a –um,"spacious, large, ample, generous",amplus,Adjective,13,1.683
fallo fallere fefelli falsus,to deceive,fallo,Verb,25,1.684
induo induere indui indutus,"to put on, clothe",induo,Verb,20,1.684
gremium gremi(i) n.,"lap, bosom",gremium,Noun,12,1.685
latex –icis m.,liquid; liquor; wine,latex,Noun,7,1.686
Lyaeus –i m.,Lyaeus,Lyaeus,Noun,2,1.686
amplexus –us m.,an embrace,amplexus,Noun,6,1.687
occultus –a –um,"hidden, secret",occultus,Adjective,4,1.688
inspiro inspirare inspiravi inspiratus,to breathe into; inspire,inspiro,Verb,3,1.688
venenum veneni n.,poison,venenum,Noun,9,1.688
exuo exuere exui exutus,"to take off, strip",exuo,Verb,10,1.690
gaudeo gaudere gavisus sum,to be glad,gaudeo,Verb,19,1.690
quies quietis f.,"sleep, rest",quies,Noun,18,1.691
inrigo inrigare inrigavi inrigatus,to water; (fig.),inrigo,Verb,3,1.692
Idalia –ae f. or Idalium –ii n.,Idalia,Idalia,Noun,2,1.693
mollis molle,"yielding, gentle",mollis,Adjective,24,1.693
amaracus –i m.,marjoram,amaracus,Noun,1,1.693
flos floris m.,flower,flos,Noun,10,1.694
aspiro (adspiro) adspirare adspiravi adspiratus,to breathe to or upon,aspiro,Verb,8,1.694
complector complecti complexus sum,to embrace,complector,Verb,13,1.694
aulaeum –i n.,curtain,aulaeum,Noun,1,1.697
sponda –ae f.,the frame of a bedstead or couch; a couch,sponda,Noun,1,1.698
discumbo –ere –cubui –cubitus,to recline separately; recline at table,discumbo,Verb,2,1.700
famulus –i m.,a house slave,famulus,Noun,8,1.701
lympha –ae f.,clear spring water; water,lympha,Noun,6,1.701
canistra –orum n. pl.,basket; baskets,canistra,Noun,2,1.701
tondeo –ere –totondi –tonsus,to shear; finish,tondeo,Verb,5,1.702
mantele –is n.,handcloth,mantele,Noun,1,1.702
villus –i m.,shaggy hair,villus,Noun,2,1.702
quinquaginta; quinquagesimus –a –um,50; 50th,quinquaginta,Number,4,1.703
famula –ae f.,female house slave; maidservant,famula,Noun,5,1.703
penus –us ( –i ) m. or f.; or penus –oris n.,"a store of food, provision, victuals",penus,Noun,1,1.704
struo struere struxi structus,to construct,struo,Verb,13,1.704
adoleo –ere –olui –ultus,to cause to increase,adoleo,Verb,3,1.704
totidem,just as many,totidem,Pronoun,14,1.705
pa¯r paris,"equal, like (+dat.)",pa¯r,Adjective,26,1.705
minister ministri m.,"attendant, servant",minister,Noun,3,1.705
poculum poculi n.,drinking–cup,poculum,Noun,7,1.706
necnon,"and also, and yet, and in fact",necnon,Conjunction,21,1.707
frequens frequentis,often,frequens,Adjective,4,1.707
torum –i n. (also torus –i m.),"bed, couch, cushion; swelling",torum,Noun,17,1.708
pictus –a –um,embroidered,pictus,Adjective,13,1.708
flagro flagrare flagravi flagraturus,to burn,flagro,Verb,8,1.710
verbum verbi n.,word,verbum,Noun,23,1.710
pingo pingere pinxi pictus,to paint,pingo,Verb,6,1.711
pestis pestis f.,plague,pestis,Noun,14,1.712
devoveo devovere devovi devotus,to dedicate,devoveo,Verb,3,1.712
nequeo nequire nequii/nequivi nequitum,to be unable,nequeo,Verb,7,1.713
ardesco –ere –arsi,to begin to burn; (fig.),ardesco,Verb,2,1.713
complexus –us m.,embrace,complexus,Noun,5,1.715
interdum,sometimes,interdum,Adverb,4,1.718
inscius –a –um,not knowing; unaware,inscius,Adjective,9,1.718
insido –ere –sedi –sessus,to sink,insido,Verb,2,1.719
Acidalius –a –um,Acidalian; pertaining to Venus,Acidalius,Adjective,1,1.720
paulatim,gradually,paulatim,Adverb,7,1.720
aboleo abolere abolevi abolitus,"to abolish, cause to wane or waste",aboleo,Verb,3,1.720
incipio incipere incepi inceptus,to begin,incipio,Verb,24,1.721
tento tentare tentavi tentatus,to try,tento,Verb,27,1.721
iampridem,some time before or since,iampridem,Adverb,4,1.722
reses –idis,seated,reses,Adjective,3,1.722
desuesco –ere –suevi –suetus,to become unaccustomed; p.,desuesco,Verb,4,1.722
crater –eris m. [acc. sing. era pl. –eras],large mixing bowl,crater,Noun,11,1.724
corono coronare coronavi coronatus,"to crown, surround",corono,Verb,4,1.724
fio fieri factus sum,to become,fio,Verb,17,1.725
atrium –i n.,"atrium, court",atrium,Noun,6,1.726
dependeo –ere,to hang down; hang,dependeo,Verb,4,1.726
lychnus –i m.,lamp,lychnus,Noun,1,1.726
laquear –aris n.,ceiling with hollows or panels; paneled or fretted ceiling,laquear,Noun,2,1.726
funalis –e,pertaining to a rope or cord,funalis,Adjective,1,1.727
merum –i n.,wine; wine unmixed with water,merum,Noun,3,1.729
patera –ae f.,a saucer-shaped dish,patera,Noun,12,1.729
soleo solere solitus sum,to be accustomed,soleo,Verb,13,1.730
silentium (silentum) silenti(i) n.,silence,silentium,Noun,6,1.730
hospes hospitis m.,guest; stranger; host,hospes,Noun,14,1.731
dator –oris m.,giver,dator,Noun,1,1.734
celebro celebrare celebravi celebratus,to frequent; celebrate,celebro,Verb,11,1.735
faveo favere favi fautus,to favor,faveo,Verb,4,1.735
tenus,as far as (+gen. or abl.),tenus,Preposition,5,1.737
attingo attingere attigi attactus,to touch,attingo,Verb,7,1.737
Bitias –ae m.,Bitias,Bitias,Noun,4,1.738
increpito increpitare increpitavi increpitatus,to make a great noise,increpito,Verb,4,1.738
impiger –gra –grum,"not sluggish, not inactive",impiger,Adjective,1,1.738
haurio haurire hausi hastus,"to drain, drink, swallow",haurio,Verb,13,1.738
proluo –ere –lui –lutus,to wash forth or out,proluo,Verb,2,1.739
procer –eris m.,"a nobleman, aristocrat, chief, elder",procer,Noun,9,1.740
cithara –ae f.,the cithara,cithara,Noun,4,1.740
crinitus –a –um,long–haired,crinitus,Adjective,3,1.740
Iopas –ae m.,Iopas,Iopas,Noun,1,1.740
persono personui personitus,to sound loudly; sing,persono,Verb,3,1.741
auro aurare,to gild,auro,Verb,10,1.741
Atla(n)s –antis m.,Atlas (name),Atlans,Noun,8,1.741
luna lunae f.,moon,luna,Noun,14,1.742
pecus pecudis f.,one animal of a flock or herd; an animal,pecus,Noun,16,1.743
Arcturus –i m.,Arcturus,Arcturus,Noun,2,1.744
pluvius –a –um,"rainy, bringing rain",pluvius,Adjective,2,1.744
Hyades –um f. or Hyas –adis f.,the Hyades (stars),Hyades,Noun,2,1.744
trio –onis m.,an ox as the breaker of the sod in plowing,trio,Noun,2,1.744
tantum,only,tantum,Adverb,36,1.745
propero properare properavi properatus,to hasten,propero,Verb,9,1.745
tingo (tinguo) tingere tinxi tinctum,"to wet, moisten; dye, color",tingo,Verb,7,1.745
hibernus –a –um,(belonging to) winter,hibernus,Adjective,6,1.746
tardus –a –um,slow,tardus,Adjective,10,1.746
obsto obstare obstiti obstatum,"to stand before, stand in the way",obsto,Verb,8,1.746
ingemino ingeminare ingeminavi ingeminatus,to repeat,ingemino,Verb,9,1.747
plausus –us m.,"beating, clapping",plausus,Noun,7,1.747
rogito rogitare rogitavi rogitatus,to ask frequently,rogito,Verb,2,1.750
aurora aurorae f.,"dawn, aurora",aurora,Noun,19,1.751
Diomedes –is m.,Diomedes,Diomedes,Noun,5,1.752
immo,no indeed,immo,Adverb,4,1.753
insidiae insidiarum f. pl.,ambush,insidiae,Noun,15,1.754
error erroris m.,"wandering, error",error,Noun,10,1.755
conticesco –ere –ticui,to become still; be still,conticesco,Verb,5,2.1
intentus –a –um,earnestly attentive,intentus,Adjective,5,2.1
renovo renovare renovavi renovatus,"to restore, refresh, renew",renovo,Verb,2,2.3
lamentabilis –e,deplorable,lamentabilis,Adjective,1,2.4
eruo eruere erui erutus,"to cast out or up; unearth, dig up",eruo,Verb,8,2.5
Myrmidones –um m.,Myrmidones,Myrmidones,Noun,4,2.7
Dolopes –um m.,Dolopes,Dolopes,Noun,4,2.7
miles militis m.,soldier,miles,Noun,7,2.7
Ulixes (Ulysses) –is (–ei or –i) m.,Ulysses,Ulixes,Noun,14,2.7
umidus –a –um,"moist, damp",umidus,Adjective,9,2.8
praecipito praecipitare praecipitavi praecipitatus,to throw down,praecipito,Verb,12,2.9
quamquam,although,quamquam,Conjunction,10,2.12
horreo horrere horrui,to dread,horreo,Verb,12,2.12
luctus luctus m.,"mourning, grief",luctus,Noun,24,2.12
refugio –ere –fugere –fugi,"to flee back, run away",refugio,Verb,9,2.12
repello repellere reppuli repulsum,to drive back,repello,Verb,4,2.13
instar n.,"the equivalent, just like, + gen.",instar,Noun,5,2.15
aedifico aedificare aedificavi aedificatus,"to build, erect, establish",aedifico,Verb,1,2.16
intexo –ere –ui –tus,to weave into or in; work in,intexo,Verb,5,2.16
abies abietis f.,fir tree,abies,Noun,6,2.16
reditus reditus m.,"return, revenue",reditus,Noun,4,2.17
vagor –ari –atus sum,to wander about,vagor,Verb,5,2.17
deligo –ere –legi –lectus,to choose from; choose,deligo,Verb,13,2.18
sortior –itus sum,to cast lots; obtain,sortior,Verb,8,2.18
furtim,stealthily,furtim,Adverb,6,2.18
includo includere inclusi inclusus,to enclose,includo,Verb,20,2.19
caverna –ae f.,hollow; cavern,caverna,Noun,5,2.19
uterus –i m.,the womb,uterus,Noun,8,2.20
armatus –a –um,armed,armatus,Adjective,11,2.20
compleo complere complevi completus,to fill up,compleo,Verb,17,2.20
Tenedos –i f.,Tenedos (island),Tenedos,Noun,3,2.21
statio stationis f.,standing,statio,Noun,5,2.23
male,badly,male,Adverb,3,2.23
carina –ae f.,keel; ship,carina,Noun,22,2.23
proveho –ere –vexi –vectus,to carry forward or forth; (pass.),proveho,Verb,4,2.24
desertus –a –um,desolate; abandoned,desertus,Adjective,10,2.24
reor reri ratus sum,to think,reor,Verb,16,2.25
Teucria –ae f.,Teucria,Teucria,Noun,1,2.26
Doricus –a –um,Doricus,Doricus,Adjective,2,2.27
desero deserere deserui desertus,"to leave, abandon",desero,Verb,31,2.28
relinquo relinquere reliqui relictus,to abandon,relinquo,Verb,80,2.28
innuptus –a –um,not veiled,innuptus,Adjective,4,2.31
exitialis –e,"destructive, fatal",exitialis,Adjective,2,2.31
Minerva –ae f.,Minerva,Minerva,Noun,10,2.31
Thymoetes –ae m.,Thymoetes,Thymoetes,Noun,3,2.32
intra,within,intra,Preposition,7,2.33
hortor hortari hortatus sum,to urge,hortor,Verb,12,2.33
suspectus –a –um,suspicious,suspectus,Adjective,3,2.36
subicio subicere subieci subiectus,"to throw under, put up for auction",subicio,Verb,12,2.37
terebro terebrare terebravi terebratus,to bore through; pierce,terebro,Verb,2,2.38
latebra –ae f.,"hiding place, concealment",latebra,Noun,8,2.38
incertus –a –um,uncertain,incertus,Adjective,16,2.39
ibi,there; then,ibi,Adverb,10,2.40
Laocoon –ontis or Lacon –ontis m.,Laocoon,Laocoon,Noun,4,2.41
decurro –ere –cucurri (curri) –cursus,to run down,decurro,Verb,6,2.41
insania –ae f.,madness,insania,Noun,6,2.42
civis civis m. or f.,citizen,civis,Noun,15,2.42
puto putare putavi putatus,to think,puto,Verb,14,2.43
careo carere carui caritus,to be without,careo,Verb,7,2.44
lignum ligni n.,firewood,lignum,Noun,4,2.45
occulto occultare occultavi occultatus,to hide; conceal,occulto,Verb,2,2.45
fabrico fabricare fabricavi fabricatus,to construct,fabrico,Verb,2,2.46
machina machinae f.,machine,machina,Noun,4,2.46
inspicio –ere –spexi –spectus,to look into or overlook,inspicio,Verb,1,2.47
ferus –i m.,wild animal,ferus,Noun,3,2.51
curvus –a –um,curved,curvus,Adjective,17,2.51
alvus –i f.,the abdomen,alvus,Noun,6,2.51
contorqueo –ere –torsi –tortus,to turn round entirely,contorqueo,Verb,9,2.52
recutio –ere –cussi –cussus,to strike back; cause to resound; p.,recutio,Verb,1,2.52
insono insonare insonui,to sound within; resound,insono,Verb,6,2.53
laevus –a –um,"left, on the left side",laevus,Adjective,15,2.54
Argolicus –a –um,of Argolis; Argolic; Greek,Argolicus,Adjective,11,2.55
foedo foedare foedavi foedatus,to defile,foedo,Verb,11,2.55
ecce,behold!,ecce,Interjection,37,2.57
revincio –ire –vinxi –vinctus,to bind back,revincio,Verb,4,2.57
pastor pastoris m.,shepherd,pastor,Noun,11,2.58
ultro,"furthermore, beyond; voluntarily",ultro,Adverb,26,2.59
fidens –entis,"trusting, bold",fidens,Adjective,5,2.61
uterque utraque utrumque,each of two,uterque,Pronoun,18,2.61
undique,from all sides,undique,Adverb,35,2.63
viso visere visi visus,to look at,viso,Verb,2,2.63
inludo –ere –lusi –lusus,to play upon; w. dat.; (fig.),inludo,Verb,3,2.64
crimen criminis n.,"verdict, accusation",crimen,Noun,15,2.65
circumspicio –ere –spexi –spectus,to look around; cast a glance round upon; survey,circumspicio,Verb,4,2.68
heu,alas! oh!,heu,Interjection,34,2.69
denique,finally,denique,Adverb,4,2.70
apud,"near, in the presence of",apud,Preposition,6,2.71
infensus –a –um,"hostile, angry",infensus,Adjective,11,2.72
comprimo comprimere compressi compressum,to compress,comprimo,Verb,4,2.73
impetus impetus m.,attack,impetus,Noun,4,2.74
cresco crescere crevi cretus,"to grow, increase",cresco,Verb,8,2.74
fateor fateri fassus sum,"to confess, admit",fateor,Verb,12,2.77
nego negare negavi negatus,"to deny, refuse",nego,Verb,10,2.78
Sinon –onis m.,Sinon,Sinon,Noun,4,2.79
fingo fingere finxi fictus,"to shape, invent",fingo,Verb,13,2.80
mendax –acis,"false, deceitful",mendax,Adjective,2,2.80
improbus –a –um,bad,improbus,Adjective,12,2.80
pervenio pervenire perveni perventus,"to reach, arrive at",pervenio,Verb,4,2.81
Belides –ae m.,Belides,Belides,Noun,1,2.82
Palamedes –is m.,Palamedes,Palamedes,Noun,1,2.82
inclutus (inclitus) –a –um,"famous, glorious",inclutus,Adjective,6,2.82
gloria gloriae f.,"renown, glory",gloria,Noun,20,2.83
proditio –onis f.,"betrayal, abandonment (of a cause)",proditio,Noun,1,2.83
pelagius –a –um,of the sea,pelagius,Adjective,3,2.83
insons –sontis,innocent,insons,Adjective,7,2.84
indicium indici(i) n.,"information, evidence",indicium,Noun,2,2.84
quia,because,quia,Conjunction,6,2.84
nex necis f.,"killing, murder",nex,Noun,5,2.85
cassus –a –um,"void, futile",cassus,Adjective,3,2.85
lugeo lugere luxi luctum,"to mourn, grieve",lugeo,Verb,3,2.85
