PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Count_in_Selection,Location
talaria –ium n.,sandals; winged sandals,talaria,Noun,1,4.239
flamen –inis n.,"gust, blast (of wind)",flamen,Noun,3,4.241
virga virgae f.,stick,virga,Noun,5,4.242
evoco evocare ––– evocatus,"to call out, summon",evoco,Verb,2,4.242
Tartarus (–os) –i m. or Tartara –orum n.,"the infernal regions, Tartarus, the underworld",Tartarus,Noun,11,4.243
resigno resignare resignavi resignatus,to unseal; (fig.),resigno,Verb,1,4.244
fretus –a –um,leaning on,fretus,Adjective,7,4.245
turbidus –a –um,"confused, fould",turbidus,Adjective,15,4.245
trano tranare tranavi tranatus,to swim or sail across,trano,Verb,3,4.245
fulcio fulcire fulsi fultum,"to strengthen, fortify, reinforce",fulcio,Verb,3,4.247
adsidue,"perpetually, constantly",adsidue,Adverb,2,4.248
pinifer –era –erum,pine–bearing,pinifer,Adjective,2,4.249
nix nivis f.,snow,nix,Noun,3,4.250
senex senis m.,old man,senex,Noun,7,4.251
glacies –ei f.,ice,glacies,Noun,2,4.251
Cyllenius –a –um,Cyllenian,Cyllenius,Adjective,3,4.252
avis avis f.,bird,avis,Noun,10,4.254
piscosus –a –um,abounding in fish,piscosus,Adjective,3,4.255
harenosus –a –um,sandy,harenosus,Adjective,1,4.257
alatus –a –um,winged,alatus,Adjective,1,4.259
planta –ae f.,"a sprout, twig; sole of the foot",planta,Noun,5,4.259
fundo fundare fundavi fundatus,to found,fundo,Verb,6,4.260
novo novare novavi novatus,"to make new, renew",novo,Verb,6,4.260
stello stellare ––– stellatus,to cover over with stars; to stud with stars; p.,stello,Verb,2,4.261
iaspis –idis f.,precious stone of greenish hue; jasper,iaspis,Noun,1,4.261
murex –icis m.,the murex or purple fish; a sharp–pointed shellfish from which was obtained the Tyrian purple; (meton.),murex,Noun,3,4.262
laena –ae f.,an upper garment; cloak,laena,Noun,1,4.262
tela telae f.,web,tela,Noun,5,4.264
uxorius –a –um,pertaining to a wife; subservient to a wife,uxorius,Adjective,1,4.266
mandatum –i n.,"order, commission",mandatum,Noun,8,4.270
tero terere trivi tritum,"to rub, wear away; use up",tero,Verb,4,4.271
otium –ii n.,leisure,otium,Noun,2,4.271
heres heredis m. or f.,heir,heres,Noun,2,4.274
evanesco –ere evanui,to disappear,evanesco,Verb,2,4.278
obmutesco –ere –mutui –––,to become speechless or dumb; to be silent,obmutesco,Verb,2,4.279
monitus –us m.,an admonition,monitus,Noun,6,4.282
ambio –ire –ivi (–ii) –itus,"to go round; strive for, aim at; encompass",ambio,Verb,3,4.283
adfatus –us m.,speaking to; address,adfatus,Noun,1,4.284
exordium –ii n.,beginning; origin,exordium,Noun,2,4.284
illuc,there,illuc,Adverb,9,4.285
alterno alternare alternavi alternatus,to do by turns; to alternate (attack) by turns; weigh or consider one thing after another,alterno,Verb,1,4.287
Mnestheus (Menestheus) –ei or –eos m.,Mnestheus,Mnestheus,Noun,23,4.288
ocior –ius,swifter,ocior,Adjective,14,4.294
facesso –ere –cessi –cessitus,to do effectively; perform,facesso,Verb,2,4.295
praesentio praesentire praesensi praesensum,to feel beforehand,praesentio,Verb,1,4.297
motus motus m.,"motion, movement",motus,Noun,5,4.297
inops inopis,"lacking, poor",inops,Adjective,4,4.300
Th?ias –adis f.,Thyias,Thyias,Noun,1,4.302
stimulo stimulare stimulavi stimulatus,to spur; to rouse,stimulo,Verb,2,4.302
trietericus –a –um,triennial,trietericus,Adjective,1,4.302
orgia –orum n.,the rites of Bacchus,orgia,Noun,3,4.303
nocturnus –a –um,nocturnal,nocturnus,Adjective,7,4.303
Cithaeron –onis m.,Cithaeron,Cithaeron,Noun,1,4.303
perfidus –a –um,"faithless, treacherous, false",perfidus,Adjective,6,4.305
decedo decedere decessi decessus,"to move away, withdraw",decedo,Verb,4,4.306
alienus –a –um,"strange, unrelated, another's",alienus,Adjective,4,4.311
propter,because of,propter,Preposition,4,4.320
nomas –adis m./f.,nomas,nomas,Noun,3,4.320
moribundus –a –um,ready to die,moribundus,Adjective,5,4.323
quoniam,since,quoniam,Conjunction,7,4.324
destruo –ere –struxi –structus,to destroy,destruo,Verb,1,4.326
suboles –is f.,shoot; twig,suboles,Noun,1,4.328
parvulus –a –um,very small,parvulus,Adjective,1,4.328
omnino,entirely,omnino,Adverb,2,4.330
monitum –i n.,an admonition; counsel; advice,monitum,Noun,5,4.331
obnitor –nixus (–nisus) sum,to press (+ dat.),obnitor,Verb,8,4.332
enumero enumerare enumeravi enumeratus,to count out or completely; enumerate,enumero,Verb,2,4.334
promereor –meritus sum,to merit for one's self by favors given; deserve,promereor,Verb,1,4.335
piget pigere piguit pigitum est,to it disgusts,piget,Verb,3,4.335
Elissa ae f.,Elissa ae,Elissa,Noun,3,4.335
spiritus spiritus m.,breath; spirit,spiritus,Noun,4,4.336
furtum furti n.,theft,furtum,Noun,8,4.337
spons spontis f.,free will,spons,Noun,3,4.341
recidivus –a –um,falling back; returning; rebuilt,recidivus,Adjective,3,4.344
Gryneus –a –um,of Grynia (town); Gryneian,Gryneus,Adjective,1,4.345
operio operire operui opertum,"to cover, hide",operio,Verb,2,4.352
igneus –a –um,fiery,igneus,Adjective,6,4.352
admoneo admonere admonui admonitus,"to admonish, remind",admoneo,Verb,8,4.353
fraudo fraudare fraudavi fraudatus,"to defraud, cheat, act illegally",fraudo,Verb,1,4.355
desino desinere desii desitus,"to leave off, cease",desino,Verb,5,4.360
querela querelae f.,complaint,querela,Noun,3,4.360
sponte,voluntarily,sponte,Adverb,2,4.361
Caucasus –i m.,Caucasus,Caucasus,Noun,1,4.367
Hyrcanus (Hyrcanius) –a –um,of or from Hyrcanus,Hyrcanus,Adjective,2,4.367
tigris tigris m.,tiger,tigris,Noun,5,4.367
reservo reservare reservavi reservatus,to reserve,reservo,Verb,4,4.368
num,whether,num,Adverb,10,4.369
antefero –ferre –tuli –latus –ferre,to bear before; to prefer,antefero,Verb,1,4.371
augur auguris m. or f.,seer,augur,Noun,4,4.376
sollicito sollicitare sollicitavi sollicitatus,to stir up,sollicito,Verb,4,4.380
refello –ere –felli,"to disparage, refute",refello,Verb,3,4.380
supplicium supplici(i) n.,punishment,supplicium,Noun,8,4.383
seduco –ere –duxi –ductus,to lead apart or away; to separate,seduco,Verb,1,4.385
conlabor –lapsus sum,to slip or fall together; fail; sink down,conlabor,Verb,7,4.391
marmoreus –a –um,of marble,marmoreus,Adjective,2,4.392
labefacio –ere –feci –factus; labefio –fieri –factus (pass.),to cause to totter or waver; p.,labefacio,Verb,2,4.395
exsequor (exequor) exsequi exsecutus sum,"to follow, accomplish, persist",exsequor,Verb,4,4.396
unguo –ere (ungo –ere) –unxi –unctus,to anoint,unguo,Verb,3,4.398
infabricatus –a –um,"unwrought, unfashioned",infabricatus,Adjective,1,4.400
migro migrare migravi migratus,"to go, depart",migro,Verb,1,4.401
formica –ae f.,an ant,formica,Noun,1,4.402
far farris n.,spelt,far,Noun,2,4.402
acervus –i m.,"heap, pile",acervus,Noun,8,4.402
convecto convectare convectavi convectatus,to carry,convecto,Verb,2,4.405
callis –is m.,path,callis,Noun,3,4.405
grandis grandis grande,full–grown; large,grandis,Adjective,3,4.405
trudo –ere –si –sus,to thrust,trudo,Verb,1,4.405
frumentum frumenti n.,grain; crops,frumentum,Noun,1,4.406
castigo castigare castigavi castigatus,to chastise,castigo,Verb,3,4.407
inexpertus –a –um,unacquainted with,inexpertus,Adjective,1,4.415
Aulis –idis f.,Aulis,Aulis,Noun,1,4.426
iuro iurare iuravi iuratus,"to swear, take an oath",iuro,Verb,7,4.426
revello –ere –velli –vulsus,to pull back; pluck out,revello,Verb,11,4.427
spatium spati(i) n.,space,spatium,Noun,16,4.433
cumulo cumulare cumulavi cumulatus,"to heap up, pile on",cumulo,Verb,5,4.436
obstruo –ere –struxi –structus,to build before or against; to stop,obstruo,Verb,1,4.440
annosus –a –um,"aged, old",annosus,Adjective,3,4.441
Alpinus –a –um,pertaining to the Alps,Alpinus,Adjective,3,4.442
flatus –us m.,blowing; wind; blast,flatus,Noun,4,4.442
illinc,from there,illinc,Adverb,1,4.442
consterno –ere –stravi –stratus,to strew over; cover,consterno,Verb,2,4.444
assiduus –a –um,"established, steady",assiduus,Adjective,5,4.447
taedet taedere taesum est,to it makes (one) tired,taedet,Verb,3,4.451
turicremus –a –um,incense–burning,turicremus,Adjective,1,4.453
nigresco –ere –ui,to become or turn black; grow dark,nigresco,Verb,2,4.454
marmor –oris n.,marble,marmor,Noun,6,4.457
vellus –eris n.,fleece,vellus,Noun,3,4.459
feralis –e,pertaining to the dead,feralis,Adjective,2,4.462
bubo –onis m.,owl,bubo,Noun,1,4.462
praedictum –i n.,thing foretold; prediction,praedictum,Noun,1,4.464
terribilis terribile,terrifying,terribilis,Adjective,9,4.465
horrifico horrificare horrificavi horrificatus,to make rough; make to shudder; terrify,horrifico,Verb,1,4.465
Eumenides –um f.,Eumenides,Eumenides,Noun,4,4.469
Pentheus –ei or –eos m.,Pentheus (name),Pentheus,Noun,1,4.469
Thebae –arum f.,Thebes,Thebae,Noun,1,4.470
Dira –ae f.,Dira,Dira,Noun,5,4.473
concipio concipere concepi conceptum,"to produce, conceive",concipio,Verb,8,4.474
decerno decernere decrevi decretus,"to determine, decide",decerno,Verb,5,4.475
grator –atus sum,to wish joy to; w. dat. (the acc. is doubtful),grator,Verb,2,4.478
Aethiops –opis,"of or belonging to Ethiopia, Ethiopian",Aethiops,Adjective,1,4.481
aptus –a –um,"fitted to, appropriate, fitting",aptus,Adjective,3,4.482
Hesperis –idis f.; pl. Hesperides –um,Hesperis,Hesperis,Noun,2,4.484
soporifer –era –erum,sleep–bearing,soporifer,Adjective,1,4.486
papaver –eris n.,the poppy,papaver,Noun,2,4.486
magicus –a –um,"pertaining to magi, or magicians",magicus,Adjective,1,4.493
pyra –ae f.,funeral pile,pyra,Noun,5,4.494
lectus lecti m.,"bed, couch",lectus,Noun,1,4.496
pallor –oris m.,paleness,pallor,Noun,2,4.499
praetexo –ere –texui –textus,to weave in front; to fringe,praetexo,Verb,2,4.500
funereus –a –um,funereal,funereus,Adjective,3,4.507
futurum –i or futura –orum n.,the future,futurum,Noun,3,4.508
Chaos (only in nom. and acc. sing.) n.,Chaos (only in nom. and acc. sing.),Chaos,Noun,2,4.510
tergeminus –a –um,of threefold birth,tergeminus,Adjective,2,4.511
Hecate –es f.,Hecate,Hecate,Noun,5,4.511
Avernus –a –um,of Avernus (lake); Avernian,Avernus,Adjective,4,4.512
falx falcis f.,"scythe, sickle",falx,Noun,3,4.513
meto metere messui messus,to harvest,meto,Verb,2,4.513
pubens –entis,pubescent,pubens,Adjective,2,4.514
praeripio praeripere praeripui praereptum,"to snatch, carry off",praeripio,Verb,2,4.516
mola –ae f.,mill; (meton.),mola,Noun,1,4.517
recingo recingere recinctus,to loosen,recingo,Verb,1,4.518
liquidus –a –um,"clear, liquid, melodious",liquidus,Adjective,10,4.526
dumus –i m.,bramble,dumus,Noun,8,4.526
silens –entis,still,silens,Adjective,6,4.527
fluctuo fluctuare fluctuavi fluctuatus,to wave,fluctuo,Verb,5,4.532
insisto –ere –stiti,to place one’s self in or upon a thing; (w. dat.),insisto,Verb,3,4.533
procus –i m.,one who asks,procus,Noun,2,4.534
irrideo irridere irrisi irrisus,to laugh at,irrideo,Verb,4,4.534
dedignor –ari,to refuse scornfully,dedignor,Verb,1,4.536
igitur,therefore,igitur,Conjunction,2,4.537
gratia gratiae f.,"favor, influence, gratitude",gratia,Noun,5,4.539
perditus –a –um,ruined,perditus,Adjective,1,4.541
Laomedonteus (Laomedontius) –a –um,Pertaining to Laomedon,Laomedonteus,Adjective,3,4.542
expers expertis,lacking,expers,Adjective,2,4.550
dego –ere degi,to pass,dego,Verb,1,4.551
S?chaeus –a –um,pertaining to Sychaeus; Sychaean,Sychaeus,Adjective,1,4.552
questus –us m.,complaining; moaning; groans,questus,Noun,4,4.553
color coloris m.,color,color,Noun,10,4.558
concito concitare concitavi concitatus,to incite,concito,Verb,4,4.564
conluceo –ere,to be wholly shining; shine on every side; be lighted up; shine,conluceo,Verb,5,4.567
heia,come on! away!,heia,Interjection,2,4.569
mutabilis –e,"changeable, fickle",mutabilis,Adjective,2,4.569
vigilo vigilare vigilavi vigilatus,to be awake,vigilo,Verb,5,4.573
vagina –ae f.,scabbard,vagina,Noun,5,4.579
fulmineus –a –um,flashing (like lightening),fulmineus,Adjective,3,4.580
retinaculum –i n.,that which holds back; a halter,retinaculum,Noun,1,4.580
ardor ardoris m.,"burning, heat, eagerness",ardor,Noun,5,4.581
Tithonus –i m.,Tithonus (name),Tithonus,Noun,2,4.585
speculum –i n.,mirror,speculum,Noun,4,4.586
albesco –ere,to grow white,albesco,Verb,2,4.586
remex –igis m.,an oarsman,remex,Noun,2,4.588
flaveo –ere –––,to be yellow; p.,flaveo,Verb,3,4.590
pro (proh),wow!,pro,Interjection,1,4.590
advena –ae m./f.,new comer,advena,Noun,5,4.591
navalis –e,"naval, pertaining to ships",navalis,Adjective,4,4.593
decet decere decuit,"adorn, become, grace; (impers.) it is fitting (to)",decet,Verb,7,4.597
forus –i m.,gangway between the rowing benches of ship; the inferior,forus,Noun,2,4.605
trivium –i n.,"a crossroads, gutter (often pl.)",trivium,Noun,1,4.609
terminus –i m.,boundary line; limit,terminus,Noun,1,4.614
audax audacis,bold; reckless,audax,Adjective,13,4.615
vexo vexare vexavi vexatus,"to annoy, attack",vexo,Verb,1,4.615
extorris –e,exiled,extorris,Adjective,1,4.616
imploro implorare imploravi imploratus,to implore,imploro,Verb,6,4.617
trado tradere tradidi traditus,to hand over; report,trado,Verb,3,4.619
imprecor –atus sum,to call down good or,imprecor,Verb,1,4.629
quam primum,as soon as possible,quam,Adverb,1,4.631
Barce –es f.,Barce,Barce,Noun,1,4.632
fluvialis –e,pertaining to a river or stream,fluvialis,Adjective,2,4.635
piaculum –i n.,an expiation; expiatory,piaculum,Noun,3,4.636
rogus rogi m.,funeral pyre,rogus,Noun,6,4.640
anilis –e,old woman,anilis,Adjective,3,4.641
coeptum –i n.,thing begun; an undertaking,coeptum,Noun,5,4.642
efferus –a –um,"savage, frantic",efferus,Adjective,6,4.642
macula –ae f.,spot,macula,Noun,3,4.643
interfundo –ere –fudi –fusus,to pour between; besprinkle; mark,interfundo,Verb,2,4.644
gena –ae f.,cheek,gena,Noun,7,4.644
irrumpo irrumpere irrupi irrumptus,to burst in,irrumpo,Verb,5,4.645
furibundus –a –um,"raging, frenzied",furibundus,Adjective,2,4.646
exsolvo –ere –i –solutus,to loosen completely,exsolvo,Verb,2,4.652
praeclarus –a –um,very clear,praeclarus,Adjective,4,4.655
nimium (nimio),excessively,nimium,Adverb,9,4.657
imprimo –primere –pressi –pressum,"to apply with pressure, imprint",imprimo,Verb,5,4.659
lamenta –orum n.,wailing,lamenta,Noun,1,4.667
ululatus –us m.,yelling,ululatus,Noun,4,4.667
unguis –is m.,"fingernail; claw, talon",unguis,Noun,7,4.673
pugnus –i m.,fist,pugnus,Noun,3,4.673
clamo clamare clamavi clamatus,"to call, shout",clamo,Verb,5,4.674
fraus fraudis f.,fraud,fraus,Noun,10,4.675
halitus –us m.,breathing; breath,halitus,Noun,2,4.684
semianimis (in hexam. poetry pron. semyanimis) –e,half alive,semianimis,Adjective,5,4.686
sicco siccare siccavi siccatus,to make dry,sicco,Verb,2,4.687
cubitum –i n. or cubitus –i m.,the elbow,cubitum,Noun,1,4.690
difficilis difficile,difficult,difficilis,Adjective,2,4.694
obitus –us m.,"downfall, a going down, death",obitus,Noun,2,4.694
Iris –idis f. (acc. Irim),Iris,Iris,Noun,8,4.694
Proserpina –ae f.,Proserpina,Proserpina,Noun,4,4.698
damno damnare damnavi damnatus,to condemn,damno,Verb,3,4.699
roscidus –a –um,"dew–covered, dewy",roscidus,Adjective,2,4.700
devolo devolare devolavi devolatus,to fly down,devolo,Verb,1,4.702
Dis –itis m.,Dis,Dis,Noun,9,4.702
dilabor –labi –lapsus sum,to slip,dilabor,Verb,1,4.705
quianam,why?,quianam,Adverb,2,5.13
obliquo obliquare obliquavi obliquatus,to bend,obliquo,Verb,1,5.16
spondeo –ere spopondi sponsum,to make a solemn promise,spondeo,Verb,3,5.18
transversus –a –um,across the path or course,transversus,Adjective,1,5.19
vesper vesperis m. or vesper vesperi m.,"evening, evening star",vesper,Noun,1,5.19
consurgo –ere –surrexi –surrectus,to rise together,consurgo,Verb,14,5.20
adventus adventus m.,an arrival,adventus,Noun,6,5.36
Libystis –idis,Libyan,Libystis,Adjective,2,5.37
ursa –ae f.,she–bear; bear,ursa,Noun,2,5.37
Crinisus –i m.,Crinisus,Crinisus,Noun,1,5.38
advoco advocare advocavi advocatus,"to summon, call",advoco,Verb,2,5.44
annuus –a –um,"of the year, yearly",annuus,Adjective,3,5.46
honoratus –a –um,respected,honoratus,Adjective,1,5.50
deprehendo deprehendere deprehendi deprehensus,"to catch, seize, understand",deprehendo,Verb,4,5.52
pompa –ae f.,"procession, parade; the set piece at a banquet",pompa,Noun,2,5.53
quotannis,every year,quotannis,Adverb,2,5.59
genero generare generavi generatus,"to sire, create",genero,Verb,4,5.61
adhibeo adhibere adhibui adhibitus,to apply,adhibeo,Verb,3,5.62
crudus –a –um,"bloody, raw, dyspeptic",crudus,Adjective,6,5.69
caestus –us m.,thongs or straps loaded with lead (for boxing); girdle of Venus,caestus,Noun,8,5.69
Helymus –i m.,Helymus,Helymus,Noun,4,5.73
maturus –a –um,mature,maturus,Adjective,5,5.73
merus –a –um,pure undiluted,merus,Adjective,1,5.77
carchesium –ii n.,large drinking vessel with two handles; bowl,carchesium,Noun,1,5.77
salveo –ere,to be well; imperative,salveo,Verb,6,5.80
g?rus –i m.,circle,gyrus,Noun,4,5.85
septeni –ae –a,7 each,septeni,Number,4,5.85
placide,"gently, calmly",placide,Adverb,1,5.86
squama –ae f.,scale of fishes,squama,Noun,6,5.88
fulgor –oris m. or fulgur –uris n.,"lightning, flash, brightness",fulgor,Noun,4,5.88
levis –e,"smooth, slippery",levis,Adjective,10,5.91
depasco –ere –pavi –pastus or depascor –pastus sum,to devour,depasco,Verb,1,5.93
genius –ii m.,the birth–spirit; a tutelar deity,genius,Noun,2,5.95
nigro nigrare nigravi nigratus,to be or make black; p.,nigro,Verb,3,5.97
Acheron –ontis (Acheruns  –untis) m.,Acheron (place); a river in the Underworld; the Underworld,Acheron,Noun,7,5.99
pruna –ae f.,live coal,pruna,Noun,2,5.103
Phaëthon –ontis m.,Phaëthon,Phaethon,Noun,2,5.105
finitimus –a –um,bordering,finitimus,Adjective,5,5.106
circus –i m.,circle,circus,Noun,3,5.109
talentum talenti n.,a talent,talentum,Noun,6,5.112
ineo inire inii/inivi initus,to enter,ineo,Verb,5,5.114
pristis –is f.,a sea–monster,pristis,Noun,6,5.116
Memmius –ii m.,Memmius,Memmius,Noun,1,5.117
Chimaera –ae f.,Chimaera,Chimaera,Noun,4,5.118
triplex –icis,threefold,triplex,Number,6,5.119
versus versus m.,line (of poetry),versus,Noun,1,5.119
Sergius –a –um,of Sergius,Sergius,Adjective,1,5.121
Centaurus –i m.,a Centaur,Centaurus,Noun,6,5.122
Cluentius –ii m.,Cluentius,Cluentius,Noun,1,5.123
Caurus (Corus) –i m.,"Corus or Caurus, the northwest wind",Caurus,Noun,1,5.126
apricus –a –um,open to the sun,apricus,Adjective,2,5.128
mergus –i m.,"a gull, seabird",mergus,Noun,1,5.128
populeus –a –um,of the poplar tree,populeus,Adjective,4,5.134
nitesco –ere nitui,to become bright,nitesco,Verb,1,5.135
prosilio –ire –ui (–ivi or –ii),to leap or spring forth,prosilio,Verb,1,5.140
adduco adducere adduxi adductus,"to lead to, induce",adduco,Verb,8,5.141
