PRINCIPAL_PARTS,SHORT_DEFINITION,SIMPLE_LEMMA,PART_OF_SPEECH,Count_in_Selection,Location
Iuppiter Iovis m.,Jupiter,Iuppiter,Noun,14,1.7.36
comitor comitari comitatus sum,to accompany,comitor,Verb,1,1.7.37
effusus –a –um,poured forth; overflowing; thronging,effusus,Adjective,3,1.7.39
tristis triste,sad,tristis,Adjective,12,1.7.39
imprimo –primere –pressi –pressum,"to apply with pressure, imprint",imprimo,Verb,1,1.7.41
liveo –ere,"to be livid, be black and blue with bruises",liveo,Verb,2,1.7.41
labellum labelli n.,"lip, small basin",labellum,Noun,3,1.7.41
blandus –a –um,"flattering, pleasant",blandus,Adjective,7,1.7.42
dens dentis m.,tooth,dens,Noun,5,1.7.42
denique,finally,denique,Adverb,3,1.7.43
tumidus –a –um,swollen,tumidus,Adjective,5,1.7.43
ritus –us m.,farm of religious ceremonial; form,ritus,Noun,2,1.7.43
torrens –ntis m.,"a rushing stream, torrent",torrens,Noun,3,1.7.43
ira irae f.,anger,ira,Noun,7,1.7.44
nonne,"introduces a direct question expecting the answer ""yes""",nonne,Adverb,1,1.7.45
inclamo inclamare inclamavi inclamatus,to shout abuse at (+ dat.),inclamo,Verb,1,1.7.45
intono intonare intonui,to thunder forth,intono,Verb,1,1.7.46
deduco deducere deduxi deductus,"to launch, lead away",deduco,Verb,7,1.7.47
turpiter,in an unbecoming or disgraceful manner,turpiter,Adverb,6,1.7.47
ora –ae f.,"shore, coast",ora,Noun,2,1.7.47
zona –ae f.,"girdle, belt",zona,Noun,1,1.7.48
frons frontis f.,forehead,frons,Noun,7,1.7.49
ingenuus –a –um,indigenous; free-born,ingenuus,Adjective,5,1.7.50
unguis –is m.,"fingernail; claw, talon",unguis,Noun,6,1.7.50
asto astare astiti,to stand near,asto,Verb,1,1.7.51
amens amentis,"mad, insane",amens,Adjective,2,1.7.51
albus –a –um,white,albus,Adjective,9,1.7.51
caedo caedere cecidi caesus,"to kill, strike, cut",caedo,Verb,6,1.7.52
Parius –a –um,of Paros (island),Parius,Adjective,1,1.7.52
saxum saxi n.,"rock, boulder, stone",saxum,Noun,7,1.7.52
exanimus –a –um or exanimis –e,"breathless, lifeless",exanimus,Adjective,1,1.7.53
artus artus m.,"limb, leg",artus,Noun,4,1.7.53
populeus –a –um,of the poplar tree,populeus,Adjective,1,1.7.54
lenis –e,"gentle, kind, mild",lenis,Adjective,4,1.7.55
Zephyrus –i m.,Zephyr (name); or west wind,Zephyrus,Noun,3,1.7.55
gracilis gracile,thin,gracilis,Adjective,4,1.7.55
vibro vibrare vibravi vibratus,to shake,vibro,Verb,2,1.7.55
harundo –inis f.,"reed, stick",harundo,Noun,2,1.7.55
unda undae f.,wave,unda,Noun,14,1.7.56
suspendo suspendere suspendi suspensum,to hang,suspendo,Verb,1,1.7.57
diu,for a long time,diu,Adverb,7,1.7.57
fluo fluere fluxi fluxus,to flow,fluo,Verb,7,1.7.57
abicio abicere abieci abiectum,to throw down/away,abicio,Verb,1,1.7.58
nix nivis f.,snow,nix,Noun,7,1.7.58
mano manare manavi manatus,"to drip, flow",mano,Verb,1,1.7.58
coepi coepisse coeptum,to begin,coepi,Verb,4,1.7.59
ter,3 times,ter,Number,8,1.7.61
supplex supplicis,suppliant,supplex,Adjective,2,1.7.61
formido formidare formidavi formidatus,to be in dread; to dread,formido,Verb,1,1.7.62
–ne,(added to the first word of a question),ne,Adverb,2,1.7.63
dubito dubitare dubitavi dubitatus,"to hesitate, doubt",dubito,Verb,3,1.7.63
minuo minuere minui minutus,to lessen,minuo,Verb,2,1.7.63
vindicta –ae f.,"vengeance, punishment",vindicta,Noun,1,1.7.63
dolor doloris m.,"pain, grief",dolor,Noun,11,1.7.63
quamlibet,"however, in whatever degree",quamlibet,Adverb,2,1.7.66
infirmus –a –um,"weak, feeble",infirmus,Adjective,1,1.7.66
adiuvo adiuvare adiuvi adiutum,"to help, assist, support",adiuvo,Verb,1,1.7.66
neu or neve,"or not, and not, nor, neither",neu,Conjunction,4,1.7.67
supersum superesse superfui superfuturus,to be left over,supersum,Verb,2,1.7.67
recompono –ponere –posui –positum,"to put back together; readjust, rearrange",recompono,Verb,1,1.7.68
statio stationis f.,standing,statio,Noun,1,1.7.68
quidam quaedam quiddam,a certain person/thing,quidam,Pronoun,4,1.8.1
lena –ae f.,"brothel–keeper, procuress",lena,Noun,4,1.8.1
Dipsas –adis f.,Dipsas (name),Dipsas,Noun,1,1.8.2
anus anus f.,old woman,anus,Noun,4,1.8.2
e ex,"out of, from",e,Preposition,23,1.8.3
niger nigra nigrum,"black, unlucky, wicked",niger,Adjective,6,1.8.3
Memnon –onis m.,Memnon,Memnon,Noun,3,1.8.4
roseus –a –um,rosy,roseus,Adjective,2,1.8.4
sobrius –a –um,"sober, moderate",sobrius,Adjective,3,1.8.4
magus –a –um,"magic, magical",magus,Adjective,1,1.8.5
Aeaeus –a –um,of Aeaea (island); Aeaean or Colchian,Aeaeus,Adjective,3,1.8.5
liquidus –a –um,"clear, liquid, melodious",liquidus,Adjective,4,1.8.6
recurvo –are,"to bend backward, turn back",recurvo,Verb,1,1.8.6
scio scire scivi/scii scitus,to know,scio,Verb,9,1.8.7
gramen –inis n.,"grass, plant, herb",gramen,Noun,3,1.8.7
concieo –ere –ivi –itus,to call together; incite,concieo,Verb,2,1.8.7
rhombus –i m.,a wooden noisemaker,rhombus,Noun,1,1.8.7
licium –i n.,end of a thread; a thread,licium,Noun,1,1.8.8
virus –i n.,a medicinal liquid; poison,virus,Noun,1,1.8.8
equa equae f.,mare,equa,Noun,2,1.8.8
glomero glomerare glomeravi glomeratus,to form into a ball,glomero,Verb,1,1.8.9
nubilum –i n.,darkness; cloud,nubilum,Noun,1,1.8.9
caelum caeli n.,"sky, heaven",caelum,Noun,12,1.8.9
fulgeo fulgere fulsi,to shine,fulgeo,Verb,2,1.8.10
stillo stillare stillavi stillatus,to drip with,stillo,Verb,1,1.8.11
luna lunae f.,moon,luna,Noun,5,1.8.12
nocturnus –a –um,nocturnal,nocturnus,Adjective,5,1.8.13
volito volitare volitavi volitatus,to fly around,volito,Verb,1,1.8.13
suspicor suspicari suspicatus sum,to suspect,suspicor,Verb,3,1.8.14
pluma –ae f.,"feather, down",pluma,Noun,3,1.8.14
anilis –e,old woman,anilis,Adjective,1,1.8.14
fama famae f.,"rumor, fame",fama,Noun,10,1.8.15
pupula –ae f.,the pupil (of the eye),pupula,Noun,1,1.8.15
duplex –icis,double,duplex,Number,3,1.8.15
fulmino fulminare fulminavi fulminatus,to flash/strike like lightning,fulmino,Verb,2,1.8.16
geminus –a –um,twin,geminus,Adjective,2,1.8.16
evoco evocare ––– evocatus,"to call out, summon",evoco,Verb,1,1.8.17
antiquus –a –um,"ancient, old",antiquus,Adjective,5,1.8.17
proavus –i m.,great–grandfather; ancestor,proavus,Noun,2,1.8.17
atavus –i m,grandfather,atavus,Noun,1,1.8.17
sepulcrum sepulcri n.,"tomb, grave",sepulcrum,Noun,3,1.8.17
solidus –a –um,"dense, firm, solid",solidus,Adjective,2,1.8.18
findo findere fidi fissum,to split apart,findo,Verb,2,1.8.18
humus humi f.,ground,humus,Noun,15,1.8.18
sui sibi se se,"himself, herself, itself (reflexive)",sui,Pronoun,25,1.8.19
propono proponere proposui propositus,"to propose, announce",propono,Verb,1,1.8.19
temero temerare temeravi temeratus,"to violate, desecrate, defile",temero,Verb,3,1.8.19
pudicus –a –um,"modest, chaste",pudicus,Adjective,3,1.8.19
eloquium –i n.,eloquence,eloquium,Noun,1,1.8.20
fors fortis f.,"chance, luck",fors,Noun,1,1.8.21
sermo sermonis m.,conversation,sermo,Noun,3,1.8.21
occulo occulere occului occultus,to cover,occulo,Verb,2,1.8.22
heri,yesterday or here,heri,Adverb,1,1.8.23
beatus –a –um,"happy, blessed",beatus,Adjective,1,1.8.23
consisto consistere constiti constitus,"to take position; , halt, stand",consisto,Verb,3,1.8.24
secundus –a –um,"following, second",secundus,Adjective,6,1.8.25
cultus cultus m.,"cultivation, civilization, dress, mode of life",cultus,Noun,4,1.8.26
absum abesse afui afuturus,"to be away, be absent",absum,Verb,7,1.8.26
dives divitis,rich; as substantive rich man,dives,Adjective,6,1.8.28
pauper pauperis,poor; humble,pauper,Adjective,5,1.8.28
stella stellae f.,star,stella,Noun,2,1.8.29
oppono opponere opposui oppositum,to place opposite,oppono,Verb,2,1.8.29
contrarius –a –um,opposite,contrarius,Adjective,3,1.8.29
advenio advenire adveni adventus,to arrive,advenio,Verb,1,1.8.31
facies faciei f.,"appearance, face",facies,Noun,17,1.8.33
comparo comparare comparavi comparatus,"to provide, compare",comparo,Verb,1,1.8.33
emo emere emi emptus,to buy,emo,Verb,7,1.8.34
erubesco erubescere erubui,"to grow red, blush",erubesco,Verb,3,1.8.35
quidem,moreover,quidem,Adverb,5,1.8.35
iste ista istud,that,iste,Pronoun,23,1.8.35
verus –a –um,"real, true",verus,Adjective,3,1.8.36
deicio deicere deieci deictum,"to throw down, eject",deicio,Verb,3,1.8.37
gremium gremi(i) n.,"lap, bosom",gremium,Noun,5,1.8.37
ocellus ocelli m.,little eye,ocellus,Noun,11,1.8.37
quantum,how much,quantum,Adverb,3,1.8.38
quisque quidque/quicque,"each, every",quisque,Pronoun,7,1.8.38
respicio respicere respexi respectum,to look back,respicio,Verb,3,1.8.38
immundus –a –um,"unclean, foul",immundus,Adjective,2,1.8.39
Tatius –ii m.,Tatius,Tatius,Noun,1,1.8.39
Sabinus –a –um,Sabine,Sabinus,Adjective,5,1.8.39
externus –a –um,"outside, foreign, strange",externus,Adjective,2,1.8.41
animus animi m.,"spirit, mind",animus,Noun,17,1.8.41
exerceo exercere exercui exercitus,"to train, exercise, carry on",exerceo,Verb,2,1.8.41
Aeneas –ae m.,Aeneas,Aeneas,Noun,4,1.8.42
nemo neminis m. or f.,no one,nemo,Pronoun,2,1.8.43
rusticitas –atis f.,lack of sophistication,rusticitas,Noun,1,1.8.44
veto (voto) vetare vetui vetitus,to forbid,veto,Verb,6,1.8.44
ruga –ae f.,wrinkle,ruga,Noun,4,1.8.45
vertex verticis m.,"whirlpool; peak, summit",vertex,Noun,4,1.8.45
porto portare portavi portatus,to carry a load,porto,Verb,3,1.8.45
Penelope –es f.,Penelope,Penelope,Noun,4,1.8.47
arguo arguere argui argutus,to declare; accuse,arguo,Verb,3,1.8.48
corneus –a –um,of cornel–wood,corneus,Adjective,1,1.8.48
occultus –a –um,"hidden, secret",occultus,Adjective,1,1.8.49
volatilis –e,"able to fly, fleeting",volatilis,Adjective,2,1.8.49
aetas aetatis f.,age,aetas,Noun,5,1.8.49
celer celeris celere,swift,celer,Adjective,2,1.8.50
aes aeris n.,"copper, bronze; money",aes,Noun,5,1.8.51
niteo nitere nitui,to shine,niteo,Verb,1,1.8.51
quaero quaerere quaesii/quaesivi quaesitus,to seek,quaero,Verb,19,1.8.51
canesco –ere,to become white or old,canesco,Verb,1,1.8.52
situs situs m.,situation,situs,Noun,3,1.8.52
senesco senescere senui,"to grow old, deteriorate",senesco,Verb,1,1.8.53
effectus –us m.,"fulfilment, accomplishment; effect, result, consequence",effectus,Noun,2,1.8.54
invidiosus –a –um,envious,invidiosus,Adjective,1,1.8.55
rapina –ae f.,"robbery, plundering, pillage",rapina,Noun,1,1.8.55
plenus –a –um,full,plenus,Adjective,7,1.8.56
canus –a –um,"white, of the hair and beard",canus,Adjective,1,1.8.56
lupus lupi m.,wolf,lupus,Noun,1,1.8.56
praeter,"so as to pass by, past; beyond; except",praeter,Preposition,1,1.8.57
palla –ae f.,cloak,palla,Noun,4,1.8.59
spectabilis –e,"visible, notable, remarkable",spectabilis,Adjective,1,1.8.59
tracto tractare tractavi tractatus,to haul,tracto,Verb,3,1.8.60
inauro –are –avi –atum,to cover with gold,inauro,Verb,1,1.8.60
consonus –a –um,harmonious,consonus,Adjective,1,1.8.60
Homerus –i m.,Homer,Homerus,Noun,2,1.8.61
credo credere credidi creditus,"to trust, believe",credo,Verb,18,1.8.62
ingeniosus –a –um,"talented, naturally clever",ingeniosus,Adjective,5,1.8.62
merces mercedis f.,"pay, wages; article for sale, commodity",merces,Noun,4,1.8.63
redimo –imere –emi –emptum,to buy back; purchase; buy out of slavery,redimo,Verb,2,1.8.63
despicio –ere –spexi –spectum,"to look down upon, despise",despicio,Verb,1,1.8.64
gypso gypsare gypsavi gypsatus,to whiten with gypsum,gypso,Verb,1,1.8.64
inanis inanis inane,"empty, void",inanis,Adjective,4,1.8.64
decipio decipere decepi deceptus,"to deceive, cheat",decipio,Verb,9,1.8.65
circum or circa,around,circum,Preposition,3,1.8.65
atrium –i n.,"atrium, court",atrium,Noun,2,1.8.65
cera –ae f.,wax,cera,Noun,8,1.8.65
tollo tollere sustuli sublatus,to raise; destroy,tollo,Verb,5,1.8.66
avus avi m.,grandfather,avus,Noun,1,1.8.66
quin,"introduces Relative Clause of Characteristic, Doubting clause, Prevention clause",quin,Adverb,6,1.8.67
pulcher pulchra pulchrum,beautiful,pulcher,Adjective,6,1.8.67
munus muneris n.,gift; duty; public show (esp. with gladiators),munus,Noun,27,1.8.67
flagito flagitare flagitavi flagitatum,to demand,flagito,Verb,1,1.8.68
pretium pretii n.,"price, value, payment",pretium,Noun,14,1.8.69
rete retis n.,"net, trap",rete,Noun,1,1.8.69
caveo cavere cavi cautus,to beware,caveo,Verb,2,1.8.72
gratis,"for free, without pay",gratis,Adverb,1,1.8.72
consto constare constiti constatus,"to agree, remain unchanged, stand firm",consto,Verb,1,1.8.72
fingo fingere finxi fictus,"to shape, invent",fingo,Verb,6,1.8.73
Isis Isidis f.,the Egyptian goddess Isis; whose worship was popular in Rome and required an annual period of sexual abstinence from her followers,Isis,Noun,3,1.8.74
mox,soon; then,mox,Adverb,1,1.8.75
recipio recipere recepi receptus,to take back,recipio,Verb,8,1.8.75
colligo colligere collegi collectus,to collect,colligo,Verb,9,1.8.75
relentesco –ere,to slacken; become less ardent,relentesco,Verb,1,1.8.76
laxus –a –um,"wide, loose, spacious; not drawn tight; (of bows) unstrung",laxus,Adjective,4,1.8.77
quasi,as if,quasi,Adverb,1,1.8.79
prior prioris,"former, previous, prior, first; (+ abl. of comparison) superior to",prior,Number,5,1.8.79
nonnumquam,sometimes,nonnumquam,Adverb,1,1.8.79
irascor irasci iratus,to grow angry,irascor,Verb,1,1.8.79
vanesco –ere –ere,"to disappear, vanish",vanesco,Verb,3,1.8.80
culpa culpae f.,"fault, blame",culpa,Noun,10,1.8.80
rependo –pendere –pendi –pensum,to make up for; balance,rependo,Verb,2,1.8.80
numquam,never,numquam,Adverb,10,1.8.81
spatiosus –a –um,"wide, spacious, large",spatiosus,Adjective,4,1.8.81
simultas –atis f.,"a state of animosity, a feud",simultas,Noun,1,1.8.82
moror morari moratus sum,to delay,moror,Verb,5,1.8.82
disco discere didici,to learn,disco,Verb,4,1.8.83
lacrimo lacrimare lacrimavi lacrimatus or lacrimor –ari –atus sum,"to cry, weep",lacrimo,Verb,2,1.8.83
periuro (periero) peiurare peiuravi periuratus,to swear a false oath,periuro,Verb,2,1.8.85
commodo commodare commodavi commodatus,to accommodate; lend,commodo,Verb,2,1.8.86
lusus –us m.,"play, game",lusus,Noun,2,1.8.86
numen numinis n.,divine will,numen,Noun,11,1.8.86
servus servi m.,enslaved person,servus,Noun,5,1.8.87
sollers sollertis,"skilled, expert",sollers,Adjective,4,1.8.87
ancilla –ae f.,female enslaved person,ancilla,Noun,7,1.8.87
doceo docere docui doctus,to teach,doceo,Verb,7,1.8.88
postmodo,"later, presently",postmodo,Adverb,4,1.8.90
stipula –ae f.,stalk,stipula,Noun,1,1.8.90
grandis grandis grande,full–grown; large,grandis,Adjective,8,1.8.90
acervus –i m.,"heap, pile",acervus,Noun,1,1.8.90
nutrix nutricis f.,nurse,nutrix,Noun,1,1.8.91
carpo carpere carpsi carptum,"to pluck, seize; criticize",carpo,Verb,6,1.8.91
cito citius (comp.) citissime (superl.),quickly,cito,Adverb,3,1.8.92
deficio deficere defeci defectus,to fail; revolt from,deficio,Verb,3,1.8.93
natalis –is m.,birthday (dies natalis),natalis,Noun,2,1.8.94
libum –i n.,cake,libum,Noun,1,1.8.94
testificor –ari,to give proof of,testificor,Verb,1,1.8.94
securus –a –um,free from care,securus,Adjective,3,1.8.95
rivalis –is m.,rival,rivalis,Noun,4,1.8.95
proelium proelii n.,battle,proelium,Noun,3,1.8.96
duro durare duravi duratus,"to harden, endure",duro,Verb,4,1.8.96
vestigium vestigi(i) n.,"trace, track",vestigium,Noun,2,1.8.97
lascivus –a –um,"playful, wanton",lascivus,Adjective,5,1.8.98
lividus –a –um,bluish; envious,lividus,Adjective,1,1.8.98
mitto mittere misi missus,"to send; release, let go",mitto,Verb,20,1.8.99
via viae f.,street,via,Noun,14,1.8.100
aufero auferre abstuli ablatus,to take away; make cuts,aufero,Verb,4,1.8.101
impius –a –um,disloyal,impius,Adjective,1,1.8.104
mel mellis n.,honey,mel,Noun,3,1.8.104
venenum veneni n.,poison,venenum,Noun,4,1.8.104
lateo latere latui,"to lie hidden, be hidden",lateo,Verb,6,1.8.104
praesto praestare praestiti praestitus,to be outstanding,praesto,Verb,1,1.8.105
vivus –a –um,alive,vivus,Adjective,5,1.8.107
defungor defungi defunctus sum,"to finish, complete",defungor,Verb,2,1.8.108
molliter,"comp., mollius (mollis), softly, gently, sweetly",molliter,Adverb,3,1.8.108
cubo cubare cubui cubitum,"to lie down, recline",cubo,Verb,1,1.8.108
cursus cursus m.,"course, advance",cursus,Noun,4,1.8.109
prodo prodere prodidi proditus,"to put forth, betray",prodo,Verb,1,1.8.109
contineo continere continui contentus,"to contain, restrain",contineo,Verb,3,1.8.110
lacrimosus –a –um,tearful,lacrimosus,Adjective,1,1.8.111
rugosus –a –um,wrinkled,rugosus,Adjective,1,1.8.112
distraho –ere –trahere –traxi –tractum,"to pull apart, tear to pieces",distraho,Verb,1,1.8.112
Lar Laris m.,Lar; household god,Lar,Noun,1,1.8.113
inops inopis,"lacking, poor",inops,Adjective,1,1.8.113
senecta –ae f.,old age,senecta,Noun,1,1.8.113
hiems hiemis f.,winter,hiems,Noun,3,1.8.114
perpetuus –a –um,continuous,perpetuus,Adjective,3,1.8.114
sitis –is f.,thirst,sitis,Noun,2,1.8.114
milito militare militavi militatus,to serve as a soldier,milito,Verb,2,1.9.1
Atticus –i m.,Atticus (name),Atticus,Noun,1,1.9.2
senex senis,"old, aged",senex,Adjective,2,1.9.4
senilis –e,"of an old man, senile",senilis,Adjective,1,1.9.4
dux ducis m. or f.,"leader, general",dux,Noun,8,1.9.5
socius –a –um,allied,socius,Adjective,6,1.9.6
bellus –a –um,"pretty, handsome, suitable, nice",bellus,Adjective,1,1.9.6
pervigilo pervigilare pervigilavi pervigilatus,to keep vigil,pervigilo,Verb,1,1.9.7
officium offici(i) n.,"service, duty",officium,Noun,7,1.9.9
strenuus –a –um,"brisk, prompt, vigorous",strenuus,Adjective,2,1.9.10
eximo eximere exemi exemptus,"to take away, remove",eximo,Verb,1,1.9.10
finis finis m.,"end, boundary",finis,Noun,7,1.9.10
adversus –a –um,opposed; opposite; towards,adversus,Adjective,3,1.9.11
mons montis m.,mountain,mons,Noun,3,1.9.11
duplico duplicare duplicavi duplicatus,to fold over; double,duplico,Verb,1,1.9.11
nimbus –i m.,"rain–cloud, cloud–burst, downpour",nimbus,Noun,2,1.9.11
flumen fluminis n.,river,flumen,Noun,7,1.9.12
congero –gerere –gessi –gestum,to gather together,congero,Verb,1,1.9.12
extero –terere –trivi –tritum,"to rub out, wear away",extero,Verb,1,1.9.12
fretum freti n.,"straight, channel",fretum,Noun,5,1.9.13
causor –ari,"to plead, pretend, blame",causor,Verb,1,1.9.13
verro verrere verri versum,to sweep,verro,Verb,2,1.9.14
frigus frigoris n.,cold,frigus,Noun,3,1.9.15
densus –a –um,"thick, dense",densus,Adjective,5,1.9.16
perfero perferre pertuli perlatus,to endure,perfero,Verb,4,1.9.16
imber imbris m.,rain,imber,Noun,3,1.9.16
infestus –a –um,"hostile, aggressive",infestus,Adjective,2,1.9.17
speculator –oris m.,"courier, spy",speculator,Noun,1,1.9.17
frango frangere fregi fractus,"to break, shatter",frango,Verb,9,1.9.20
soporatus –a –um,"lulled to sleep, asleep",soporatus,Adjective,1,1.9.21
invado invadere invasi invasum,to go in,invado,Verb,1,1.9.21
armatus –a –um,armed,armatus,Adjective,1,1.9.22
Threicius –a –um,Thracian; northern,Threicius,Adjective,2,1.9.23
Rhesus –i m.,Rhesus,Rhesus,Noun,1,1.9.23
desero deserere deserui desertus,"to leave, abandon",desero,Verb,2,1.9.24
nempe,indeed,nempe,Adverb,4,1.9.25
maritus mariti m.,husband,maritus,Noun,8,1.9.25
utor uti usus sum,to use,utor,Verb,5,1.9.25
sopio sopire sopivi sopitum,"to put to sleep, lull to sleep",sopio,Verb,1,1.9.26
vigil vigilis,"on watch, sleepless",vigil,Adjective,1,1.9.27
caterva –ae f.,band (esp. of soldiers); a crowd,caterva,Noun,1,1.9.27
dubius –a –um,doubtful,dubius,Adjective,6,1.9.29
resurgo –surgere –surrexi –surrectum,"to rise again, reappear",resurgo,Verb,2,1.9.29
desidia –ae f.,"idleness, inactivity",desidia,Noun,1,1.9.31
voco vocare vocavi vocatus,to call,voco,Verb,12,1.9.31
ingenium –(i)i n.,"disposition, ability",ingenium,Noun,13,1.9.32
experior experiri expertus sum (experiscor),"to test, try, experience",experior,Verb,1,1.9.32
ardeo ardere arsi arsum,"to burn, glow",ardeo,Verb,5,1.9.33
abduco abducere abduxi abductus,to lead/take away,abduco,Verb,1,1.9.33
Briseis –idis (–idos) f.,Briseis (name),Briseis,Noun,2,1.9.33
Achilles –is m. or Achilleos –ei m.,Achilles (name),Achilles,Noun,5,1.9.33
Argeus –a –um,Argive; of Argos,Argeus,Adjective,2,1.9.34
Troes –um m. pl.,Trojans,Troes,Noun,1,1.9.34
Hector –oris m.,Hector,Hector,Noun,3,1.9.35
Andromache –es f. or Andromacha –ae f.,Andromache; wife of Hector,Andromache,Noun,1,1.9.35
complexus –us m.,embrace,complexus,Noun,1,1.9.35
galea geleae f.,helmet,galea,Noun,2,1.9.36
uxor uxoris f.,wife,uxor,Noun,3,1.9.36
summa summae f.,"peak, sum",summa,Noun,1,1.9.37
Atrides –ae m.,son of Atreus,Atrides,Noun,3,1.9.37
Priameis –idos f.,daughter of Priam,Priameis,Noun,1,1.9.37
Maenas –adis f.,a priestess of Bacchus,Maenas,Noun,1,1.9.38
obstipesco (obstupesco) –ere –stipui (stupui),to become stupefied; to be astonished,obstipesco,Verb,2,1.9.38
fabrilis –e,skillfully made,fabrilis,Adjective,1,1.9.39
notus –a –um,well–known,notus,Adjective,13,1.9.40
fabula fabulae f.,story,fabula,Noun,2,1.9.40
segnis segne,slow,segnis,Adjective,2,1.9.41
discingo –ere –cinxi –cinctus,to ungird; p.,discingo,Verb,1,1.9.41
otium –ii n.,leisure,otium,Noun,1,1.9.41
natus –a –um,born,natus,Adjective,4,1.9.41
mollio mollire mollivi mollitus,"to soften, soothe",mollio,Verb,2,1.9.42
ignavus –a –um,lazy,ignavus,Adjective,5,1.9.43
agilis –e,"light, agile",agilis,Adjective,1,1.9.45
gero gerere gessi gestus,"to bear, manage",gero,Verb,9,1.9.45
desidiosus –a –um,"idle, lazy",desidiosus,Adjective,2,1.9.46
Eurotas –ae m.,Eurotas River,Eurotas,Noun,2,1.10.1
Phrygius –a –um,Phrygian; a territory in Asia minor; Trojan,Phrygius,Adjective,1,1.10.1
aveho –ere –vehere –vehexi –vectum,"to carry off, bear away",aveho,Verb,1,1.10.1
carina –ae f.,keel; ship,carina,Noun,3,1.10.1
coniunx coniugis f.,spouse,coniunx,Noun,6,1.10.2
Leda –ae or Lede –es f.,Leda,Leda,Noun,3,1.10.3
abdo abdere abdidi abditum,to withdraw; conceal,abdo,Verb,2,1.10.3
falsus –a –um,"deceptive, false",falsus,Adjective,4,1.10.4
Am?mone –es f.,Amymone,Amymone,Noun,1,1.10.5
siccus –a –um,dry,siccus,Adjective,4,1.10.5
erro errare erravi erratus,"to wander, err",erro,Verb,6,1.10.5
Argus (Argivus or Argeus or Argius) –a –um,Argive; Greek,Argus,Adjective,2,1.10.5
urna urnae f.,urn,urna,Noun,3,1.10.6
aquila aquilae f.,eagle,aquila,Noun,1,1.10.7
taurus tauri m.,bull,taurus,Noun,12,1.10.7
resanesco –sanescere –sanui,to be healed,resanesco,Verb,1,1.10.9
muto mutare mutavi mutatus,to change,muto,Verb,4,1.10.11
donec,until,donec,Conjunction,2,1.10.13
simplex –icis,"artless, naïve, lacking guile",simplex,Adjective,2,1.10.13
vitium viti(i) n.,"fault, crime",vitium,Noun,10,1.10.14
figura figurae f.,"form, shape",figura,Noun,1,1.10.14
sordes –is f.,filth; greed,sordes,Noun,1,1.10.15
aperio aperire aperui apertus,to open,aperio,Verb,3,1.10.16
prosto prostare prostiti prostitum,to stand before; offer oneself for sale,prosto,Verb,2,1.10.17
quo,"where; to what purpose, in order that",quo,Adverb,15,1.10.18
condo condere condidi conditus,"to build, store up, place",condo,Verb,6,1.10.18
filius filii m.,son,filius,Noun,3,1.10.19
imbellis –e,"unwarlike, peaceful",imbellis,Adjective,2,1.10.20
meretrix meretricis f.,prostitute,meretrix,Noun,3,1.10.21
quivis quaevis quodvis or (subst.) quidvis,who or what you please,quivis,Pronoun,2,1.10.21
mercabilis –e,purchasable,mercabilis,Adjective,1,1.10.21
devoveo devovere devovi devotus,to dedicate,devoveo,Verb,3,1.10.23
imperium imperii n.,"command, power",imperium,Noun,1,1.10.23
leno lenonis m.,pimp,leno,Noun,3,1.10.23
avarus –a –um,greedy,avarus,Adjective,6,1.10.23
sponte,voluntarily,sponte,Adverb,3,1.10.24
pecus pecudis f.,one animal of a flock or herd; an animal,pecus,Noun,1,1.10.25
ratio rationis f.,method,ratio,Noun,1,1.10.25
vacca vaccae f.,cow,vacca,Noun,6,1.10.27
aries –etis m.,ram,aries,Noun,1,1.10.28
placitus –a –um,agreeable,placitus,Adjective,1,1.10.28
capto captare captavi captatus,"to seize, hunt for legacies",capto,Verb,2,1.10.28
ovis –is n.,sheep,ovis,Noun,3,1.10.28
mulier mulieris f.,woman,mulier,Noun,1,1.10.29
spolium –ii or spolia –orum n.,plunder,spolium,Noun,1,1.10.29
exsulto (exulto) –are –avi –atus,"to be ecstatic, exult",exsulto,Verb,1,1.10.29
adimo adimere ademi ademptus,to take away,adimo,Verb,2,1.10.29
loco locare locavi locatus,"to place, put",loco,Verb,2,1.10.30
vendo vendere vendidi venditus,to sell,vendo,Verb,3,1.10.31
gaudeo gaudere gavisus sum,to be glad,gaudeo,Verb,2,1.10.32
aequum –i n.,that which is even; right,aequum,Noun,1,1.10.33
damnum damni n.,"damage, injury",damnum,Noun,11,1.10.35
lucrosus –a –um,"lucrative, profitable",lucrosus,Adjective,1,1.10.35
motus motus m.,"motion, movement",motus,Noun,4,1.10.36
femina feminae f.,"woman, wife",femina,Noun,10,1.10.36
conduco conducere conduxi conductus,"to bring together, hire, rent",conduco,Verb,2,1.10.37
periurium (peiurium) –i n.,"false oath, lie",periurium,Noun,3,1.10.37
seligo –ere –ligere –legi –lectum,"to choose, select",seligo,Verb,2,1.10.38
iudex iudicis m.,judge; juror,iudex,Noun,6,1.10.38
arca arcae f.,"chest, box",arca,Noun,1,1.10.38
pateo patere patui,to be open,pateo,Verb,4,1.10.38
defendo defendere defendi defensus,"to defend, ward off",defendo,Verb,4,1.10.39
tribunal tribunalis n.,platform,tribunal,Noun,1,1.10.40
reditus reditus m.,"return, revenue",reditus,Noun,2,1.10.41
census –us m.,"census, wealth",census,Noun,4,1.10.41
